Comparison,Group 1,Group 2,Reaction ID,Reaction name,Subsystem,D,p-value,q-value (BH),Median Egg,Median L1,Delta median,Pooled range,Relative delta,Rank D,Rank relative delta,Combined score,Higher median in,Shown in Fig. 5,Equation,Median L2,Median L3,Median L4,Median L4f,Median Af,Median L4m,Median Am
Af vs Am,Af,Am,MAR04413,Generic Human Biomass Reaction,Artificial reactions,0.72,1.4009782290842566e-250,4.669927430280856e-250,,,0.027154,0.125101,0.2171,51,68,119,Am,,0.505626 alanine[c] + 0.35926 arginine[c] + 0.279425 asparagine[c] + 0.352607 aspartate[c] + 20.7045 ATP[c] + 0.020401 cholesterol[c] + 0.011658 CL pool[c] + 0.039036 CTP[c] + 0.046571 cysteine[c] + 0.013183 dATP[n] + 0.009442 dCTP[n] + 0.009898 dGTP[n] + 0.013091 dTTP[n] + 0.275194 glucose-6-phosphate[c] + 0.385872 glutamate[c] + 0.325996 glutamine[c] + 0.538891 glycine[c] + 0.036117 GTP[c] + 20.6508 H2O[c] + 0.126406 histidine[c] + 0.286078 isoleucine[c] + 0.545544 leucine[c] + 0.592114 lysine[c] + 0.153018 methionine[c] + 0.154463 PC-LD pool[c] + 0.055374 PE-LD pool[c] + 0.259466 phenylalanine[c] + 0.023315 PI pool[c] + 0.412484 proline[c] + 0.005829 PS-LD pool[c] + 0.392525 serine[c] + 0.017486 SM pool[c] + 0.31269 threonine[c] + 0.013306 tryptophan[c] + 0.159671 tyrosine[c] + 0.053446 UTP[c] + 0.352607 valine[c] + 0.002914 PG-CL pool[c] => 20.6508 ADP[c] + 20.6508 H+[c] + 20.6508 Pi[c] + biomass[c],,,,,0.029942,,0.057096
Af vs Am,Af,Am,MAR10023,Transport of biomass (c to e),Extracellular transport,0.718,5.227334381223139e-249,1.6766921600149691e-248,,,0.026915,0.124862,0.2156,52,69,121,Am,,biomass[c] => biomass[e],,,,,0.03132,,0.058235
Af vs Am,Af,Am,MAR10024,Exchange of biomass,Exchange/demand reactions,0.718,5.227334381223139e-249,1.6766921600149691e-248,,,0.026915,0.124862,0.2156,52,70,122,Am,,biomass[e] <=> ,,,,,0.03132,,0.058235
Af vs Am,Af,Am,MAR00656,Exchange of Phosphatidylethanolamine,Exchange/demand reactions,0.716,1.9185316181926918e-247,5.824113840942101e-247,,,-0.001479,0.006902,0.2142,54,71,125,Af,,PE-LD pool[e] <=> ,,,,,-0.001802,,-0.00328
Af vs Am,Af,Am,MAR01601,Phosphatidylethanolamine Transport,Extracellular transport,0.716,1.9185316181926918e-247,5.824113840942101e-247,,,0.001479,0.006902,0.2142,54,72,126,Am,,PE-LD pool[e] <=> PE-LD pool[c],,,,,0.001802,,0.00328
Af vs Am,Af,Am,MAR00632,Acyl-CoA:1-acyl-sn-glycero-3-phosphocholine O-acyltransferase,Glycerophospholipid metabolism,0.708,2.9576959977649988e-241,8.669108958966376e-241,,,0.004428,0.02127,0.2082,57,73,130,Am,,2-lysolecithin pool[c] + acyl-CoA pool[c] => CoA[c] + PC-LD pool[c],,,,,0.00654,,0.010968
Af vs Am,Af,Am,MAR00628,Exchange of Lysophosphatidylcholine,Exchange/demand reactions,0.708,2.9576959977649988e-241,8.669108958966376e-241,,,-0.004428,0.02127,0.2082,57,74,131,Af,,2-lysolecithin pool[e] <=> ,,,,,-0.006541,,-0.010968
Af vs Am,Af,Am,MAR01499,Lysophosphatidylcholine Transport,Extracellular transport,0.708,2.9576959977649988e-241,8.522174908814403e-241,,,0.004428,0.02127,0.2082,57,75,132,Am,,2-lysolecithin pool[e] <=> 2-lysolecithin pool[c],,,,,0.006541,,0.010968
Af vs Am,Af,Am,MAR04032,UTP:ammonia ligase (ADP-forming),Pyrimidine metabolism,0.7,3.5288451775889846e-235,9.834486560493892e-235,,,0.000988,0.004812,0.2054,61,76,137,Am,,ATP[c] + NH3[c] + UTP[c] => ADP[c] + CTP[c] + H+[c] + Pi[c],,,,,0.001582,,0.002571
Af vs Am,Af,Am,MAR09650,Transport of coproporphyrin III (c to e),Extracellular transport,0.527,2.75500835346449e-127,5.203904667655147e-127,,,-0.086126,0.309329,0.2784,88,53,141,Af,,coproporphyrin III[c] <=> coproporphyrin III[e],,,,,-0.002437,,-0.088564
Af vs Am,Af,Am,MAR09702,Exchange of coproporphyrin III,Exchange/demand reactions,0.527,2.75500835346449e-127,5.203904667655147e-127,,,-0.086126,0.309329,0.2784,88,54,142,Af,,coproporphyrin III[e] <=> ,,,,,-0.002437,,-0.088564
Af vs Am,Af,Am,MAR04770,,Porphyrin metabolism,0.527,2.75500835346449e-127,5.203904667655147e-127,,,0.086126,0.309329,0.2784,88,55,143,Am,,coproporphyrin III[c] + 6 H+[c] <=> coproporphyrinogen III[c],,,,,0.002437,,0.088564
Af vs Am,Af,Am,MAR04135,ATP:GMP phosphotransferase,Purine metabolism,0.668,6.144061936918964e-212,1.513754390255397e-211,,,-0.001073,0.00558,0.1923,68,77,145,Af,,ADP[m] + GDP[m] <=> ATP[m] + GMP[m],,,,,-0.002397,,-0.00347
Af vs Am,Af,Am,MAR09834,Transport of XMP,Extracellular transport,0.668,6.144061936918964e-212,1.4711134215158084e-211,,,0.001073,0.00558,0.1923,68,78,146,Am,,xanthosine-5-phosphate[e] <=> xanthosine-5-phosphate[c],,,,,0.002397,,0.00347
Af vs Am,Af,Am,MAR09860,Exchange of Xanthylic Acid,Exchange/demand reactions,0.668,6.144061936918964e-212,1.4711134215158084e-211,,,-0.001073,0.00558,0.1923,68,79,147,Af,,xanthosine-5-phosphate[e] <=> ,,,,,-0.002397,,-0.00347
Af vs Am,Af,Am,MAR20139,MAR20139,Mitochondrial transport,0.668,6.144061936918964e-212,1.4506812906614222e-211,,,-0.001073,0.00558,0.1923,68,80,148,Af,,CTP[c] + GMP[m] <=> CTP[m] + GMP[c],,,,,-0.002397,,-0.00347
Af vs Am,Af,Am,MAR04453,Xanthosine-5'-phosphate:ammonia ligase (AMP-forming),Purine metabolism,0.668,6.144061936918964e-212,1.513754390255397e-211,,,0.001073,0.00558,0.1923,68,81,149,Am,,ATP[c] + NH3[c] + xanthosine-5-phosphate[c] => AMP[c] + GMP[c] + H+[c] + PPi[c],,,,,0.002397,,0.00347
Af vs Am,Af,Am,MAR09062,L-Asparagine exchange,Exchange/demand reactions,0.646,6.723652038451915e-197,1.5657819815572953e-196,,,-0.006155,0.033764,0.1823,73,83,156,Af,,asparagine[e] <=> ,,,,,-0.016634,,-0.02279
Af vs Am,Af,Am,MAR06912,diphosphate phosphohydrolase,Oxidative phosphorylation,0.52,9.362959411907602e-124,1.7491242857409807e-123,,,-0.113433,0.457362,0.248,91,65,156,Af,,H2O[m] + PPi[m] => H+[m] + 2 Pi[m],,,,,0.166449,,0.053016
Af vs Am,Af,Am,MAR09039,L-Isoleucine exchange,Exchange/demand reactions,0.638,1.3055772070024543e-191,2.95930833587223e-191,,,-0.006097,0.034568,0.1764,74,84,158,Af,,isoleucine[e] <=> ,,,,,-0.018212,,-0.024309
Af vs Am,Af,Am,MAR08987,"Diphopshate Transporter, Mitochondrial",Mitochondrial transport,0.518,9.324432038614756e-123,1.7044660715747407e-122,,,-0.112922,0.456852,0.2472,92,66,158,Af,,PPi[c] <=> PPi[m],,,,,0.161918,,0.048997
Af vs Am,Af,Am,MAR09063,L-Glutamine exchange,Exchange/demand reactions,0.638,1.3055772070024543e-191,2.920370068294964e-191,,,-0.006942,0.039392,0.1762,74,85,159,Af,,glutamine[e] <=> ,,,,,-0.020785,,-0.027727
Af vs Am,Af,Am,MAR05308,L-glutamine reversible transport via sodium symport,Extracellular transport,0.638,1.3055772070024543e-191,2.920370068294964e-191,,,0.006942,0.039392,0.1762,74,86,160,Am,,glutamine[e] + Na+[e] => glutamine[c] + Na+[c],,,,,0.020785,,0.027727
Af vs Am,Af,Am,MAR04947,,Extracellular transport,0.412,2.4040842895637437e-76,3.929753165633042e-76,,,-0.176275,0.662581,0.266,103,63,166,Af,,UTP[c] <=> UTP[e],,,,,-0.243473,,-0.419748
Af vs Am,Af,Am,MAR09440,L-Valine exchange,Exchange/demand reactions,0.412,2.4040842895637437e-76,3.929753165633042e-76,,,-0.176275,0.662581,0.266,103,64,167,Af,,UTP[e] <=> ,,,,,-0.243473,,-0.419748
Af vs Am,Af,Am,MAR04919,CO2 transporter via diffusion,Extracellular transport,0.511,2.6673501239881354e-119,4.8239310752976914e-119,,,-0.188971,1.005076,0.188,94,82,176,Af,,CO2[c] <=> CO2[e],,,,,0.462072,,0.2731
Af vs Am,Af,Am,MAR05530,,Extracellular transport,0.605,9.050350483119254e-171,1.7890227699189222e-170,,,-0.005865,0.037784,0.1552,85,93,178,Af,,threonine[c] + tryptophan[e] <=> threonine[e] + tryptophan[c],,,,,-0.02452,,-0.030385
Af vs Am,Af,Am,MAR09044,L-Threonine exchange,Exchange/demand reactions,0.605,9.050350483119254e-171,1.7890227699189222e-170,,,-0.005865,0.037784,0.1552,85,94,179,Af,,threonine[e] <=> ,,,,,-0.02452,,-0.030385
Af vs Am,Af,Am,MAR03980,hydrogen-peroxide:hydrogen-peroxide oxidoreductase,ROS detoxification,0.481,3.9286795575290805e-105,6.6787552477994366e-105,,,0.144294,0.970986,0.1486,100,95,195,Am,,2 H2O2[c] => 2 H2O[c] + O2[c],,,,,0.415757,,0.560051
Af vs Am,Af,Am,MAR09046,L-Valine exchange,Exchange/demand reactions,0.518,9.324432038614756e-123,1.7044660715747407e-122,,,-0.004562,0.042607,0.1071,92,111,203,Af,,valine[e] <=> ,,,,,-0.039495,,-0.044057
Af vs Am,Af,Am,MAR03967,Cytidylate kinase (CMP)(GTP),Nucleotide metabolism,0.615,6.35561979903014e-177,1.2862563878989568e-176,,,-120.125844,1262.643738,0.0951,84,119,203,Af,,CDP[c] + GDP[c] <=> CMP[c] + GTP[c],,,,,120.122234,,-0.00361
Af vs Am,Af,Am,MAR10197,Exchange of Acetyl-Lysine,Exchange/demand reactions,0.624,1.39882300461979e-182,2.8650591660887262e-182,,,-0.009207,0.123226,0.0747,77,132,209,Af,,Acetyl-L-Lysine[e] <=> ,,,,,0.101176,,0.091968
Af vs Am,Af,Am,MAR09952,Hydrolysis of Acetyl-Lysine,Lysine metabolism,0.624,1.39882300461979e-182,2.935801367720547e-182,,,0.009207,0.123226,0.0747,77,133,210,Am,,H2O[c] + Acetyl-L-Lysine[c] <=> acetate[c] + lysine[c],,,,,-0.101176,,-0.091968
Af vs Am,Af,Am,MAR09996,"Transport of Acetyl-Lysine, Extracellular",Extracellular transport,0.624,1.39882300461979e-182,2.8650591660887262e-182,,,-0.009207,0.123226,0.0747,77,134,211,Af,,Acetyl-L-Lysine[c] <=> Acetyl-L-Lysine[e],,,,,0.101176,,0.091968
Af vs Am,Af,Am,MAR09593,,Extracellular transport,0.498,4.9310105744191955e-113,8.641977295373847e-113,,,0.001523,0.015274,0.0997,96,115,211,Am,,chloride[e] + histidine[e] + 2 Na+[e] => chloride[c] + histidine[c] + 2 Na+[c],,,,,0.014809,,0.016331
Af vs Am,Af,Am,MAR00061,Acetate Mitochondrial Transport via Proton Symport,Mitochondrial transport,0.624,1.39882300461979e-182,2.8650591660887262e-182,,,0.009207,0.123226,0.0747,77,135,212,Am,,acetate[c] + H+[c] <=> acetate[m] + H+[m],,,,,-0.101176,,-0.091968
Af vs Am,Af,Am,MAR09038,L-Histidine exchange,Exchange/demand reactions,0.498,4.9310105744191955e-113,8.641977295373847e-113,,,-0.001523,0.015274,0.0997,96,116,212,Af,,histidine[e] <=> ,,,,,-0.014809,,-0.016331
Af vs Am,Af,Am,ASCTm,Acetate:succinate CoA-transferase,,0.624,1.39882300461979e-182,2.8650591660887262e-182,,,-0.009207,0.123226,0.0747,77,136,213,Af,,succinate[m] + acetyl-CoA[m] => succinyl-CoA[m] + acetate[m],,,,,0.101176,,0.091968
Af vs Am,Af,Am,MAR09836,Transport of 3-Phospho-D-Glycerate,Extracellular transport,0.357,5.496865977768336e-57,8.41862356955511e-57,,,0.266954,2.407549,0.1109,109,105,214,Am,,3-phospho-D-glycerate[e] <=> 3-phospho-D-glycerate[c],,,,,-0.961675,,-0.69472
Af vs Am,Af,Am,MAR04373,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating),Glycolysis / Gluconeogenesis,0.357,5.496865977768336e-57,8.343457287684082e-57,,,0.266954,2.407549,0.1109,109,106,215,Am,,"1,3-bisphospho-D-glycerate[c] + H+[c] + NADH[c] <=> D-glyceraldehyde 3-phosphate[c] + NAD+[c] + Pi[c]",,,,,-0.961675,,-0.69472
Af vs Am,Af,Am,MAR09862,Exchange of 3-Phospho-D-Glycerate,Exchange/demand reactions,0.357,5.496865977768336e-57,8.343457287684082e-57,,,-0.266954,2.407549,0.1109,109,107,216,Af,,3-phospho-D-glycerate[e] <=> ,,,,,0.961675,,0.69472
Af vs Am,Af,Am,MAR04368,ATP:3-phospho-D-glycerate 1-phosphotransferase,Glycolysis / Gluconeogenesis,0.357,5.496865977768336e-57,8.343457287684082e-57,,,-0.266954,2.407549,0.1109,109,108,217,Af,,"1,3-bisphospho-D-glycerate[c] + ADP[c] <=> 3-phospho-D-glycerate[c] + ATP[c]",,,,,0.961675,,0.69472
Af vs Am,Af,Am,MAR05068,Transport of arginine (e to c),Extracellular transport,0.484,1.6742141653587323e-106,2.904249062356985e-106,,,0.004026,0.043411,0.0927,98,120,218,Am,,arginine[e] => arginine[c],,,,,0.043829,,0.047855
Af vs Am,Af,Am,MAR09066,L-Arginine exchange,Exchange/demand reactions,0.484,1.6742141653587323e-106,2.8749132132422673e-106,,,-0.004026,0.043411,0.0927,98,121,219,Af,,arginine[e] <=> ,,,,,-0.043829,,-0.047855
Af vs Am,Af,Am,MAR08966,Exchange of Ubiquinone,Exchange/demand reactions,0.232,5.2872626555366924e-24,6.6090783194208654e-24,,,0.033978,0.202039,0.1682,134,87,221,Am,,ubiquinone[e] <=> ,,,,,-0.003998,,0.029979
Af vs Am,Af,Am,MAR07819,Transport of Q10,Extracellular transport,0.232,5.2872626555366924e-24,6.6090783194208654e-24,,,-0.033978,0.202039,0.1682,134,88,222,Af,,ubiquinone[e] <=> ubiquinone[c],,,,,0.003998,,-0.029979
Af vs Am,Af,Am,MAR09072,Phosphate exchange,Exchange/demand reactions,0.381,4.6891451899304544e-65,7.381061873038679e-65,,,0.761034,7.583812,0.1003,108,114,222,Am,,Pi[e] <=> ,,,,,1.574126,,2.33516
Af vs Am,Af,Am,MAR08998,Transport of Ubiquinone into Mitochondria,Mitochondrial transport,0.232,5.2872626555366924e-24,6.6090783194208654e-24,,,-0.033978,0.202039,0.1682,134,89,223,Af,,ubiquinone[c] <=> ubiquinone[m],,,,,0.003998,,-0.029979
Af vs Am,Af,Am,MAR03996,L-cysteine:NAD+ oxidoreductase,Cysteine and methionine metabolism,0.272,6.0043394691837704e-33,7.67471962226497e-33,,,0.287127,2.285112,0.1257,128,96,224,Am,,cystine[c] + H+[c] + NADH[c] <=> 2 cysteine[c] + NAD+[c],,,,,0.400902,,0.68803
Af vs Am,Af,Am,MAR08682,L-cysteine/L-glutamine reversible exchanger,Cysteine and methionine metabolism,0.272,6.0043394691837704e-33,7.67471962226497e-33,,,-0.287127,2.285112,0.1257,128,97,225,Af,,cystine[c] + 2 GSH[c] <=> 2 cysteine[c] + GSSG[c],,,,,-0.400902,,-0.68803
Af vs Am,Af,Am,MAR03959,Superoxide anion transport via diffusion (extracellular),Extracellular transport,0.272,6.0043394691837704e-33,7.67471962226497e-33,,,-0.574255,4.570224,0.1257,128,98,226,Af,,O2-[c] <=> O2-[e],,,,,-0.801804,,-1.376059
Af vs Am,Af,Am,MAR05315,L-leucine transport in via sodium symport,Extracellular transport,0.473,1.5818384838992494e-101,2.6625004184442812e-101,,,0.005742,0.065921,0.0871,101,126,227,Am,,leucine[e] + Na+[e] => leucine[c] + Na+[c],,,,,0.068698,,0.074441
Af vs Am,Af,Am,MAR08997,Transport of Ubiquinol into Cytosol,Mitochondrial transport,0.231,8.470621055424192e-24,1.0359752369943256e-23,,,-0.033739,0.201801,0.1672,137,90,227,Af,,ubiquinol[m] <=> ubiquinol[c],,,,,0.00262,,-0.031118
Af vs Am,Af,Am,MAR08619,Ascorbic acid oxidase,Ascorbate and aldarate metabolism,0.272,6.0043394691837704e-33,7.67471962226497e-33,,,0.287127,2.285112,0.1257,128,99,227,Am,,ascorbate[c] + 2 H+[c] + 2 O2-[c] => dehydroascorbic acid[c] + 2 H2O2[c],,,,,0.400902,,0.68803
Af vs Am,Af,Am,MAR07717,uridine 5'-monophosphate phosphohydrolase,Nucleotide metabolism,0.285,3.548788128342609e-36,4.826351854545949e-36,,,-0.077314,0.654363,0.1182,125,102,227,Af,,H2O[m] + UMP[m] => Pi[m] + uridine[m],,,,,0.239749,,0.162434
Af vs Am,Af,Am,MAR09040,L-Leucine exchange,Exchange/demand reactions,0.473,1.5818384838992494e-101,2.6363974731654158e-101,,,-0.005742,0.065921,0.0871,101,127,228,Af,,leucine[e] <=> ,,,,,-0.068698,,-0.074441
Af vs Am,Af,Am,MAR08620,glutathione:dehydroascorbate oxidoreductase,Ascorbate and aldarate metabolism,0.272,6.0043394691837704e-33,7.67471962226497e-33,,,0.287127,2.285112,0.1257,128,100,228,Am,,dehydroascorbic acid[c] + 2 GSH[c] => ascorbate[c] + GSSG[c],,,,,0.400902,,0.68803
Af vs Am,Af,Am,MAR20148,MAR20148,Mitochondrial transport,0.285,3.548788128342609e-36,4.750346313529477e-36,,,0.077314,0.654363,0.1182,125,103,228,Am,,CTP[c] + UMP[m] <=> CTP[m] + UMP[c],,,,,-0.239749,,-0.162434
Af vs Am,Af,Am,MAR08967,Exchange of Ubiquinol,Exchange/demand reactions,0.231,8.470621055424192e-24,1.0359752369943256e-23,,,-0.033739,0.201801,0.1672,137,91,228,Af,,ubiquinol[e] <=> ,,,,,0.00262,,-0.031118
Af vs Am,Af,Am,MAR08991,Transport of Ubiquinol into Lymph,Extracellular transport,0.231,8.470621055424192e-24,1.0359752369943256e-23,,,-0.033739,0.201801,0.1672,137,92,229,Af,,ubiquinol[c] <=> ubiquinol[e],,,,,0.00262,,-0.031118
Af vs Am,Af,Am,MAR07719,Uridine facilated transport in mitochondria,Mitochondrial transport,0.285,3.548788128342609e-36,4.750346313529477e-36,,,0.077314,0.654363,0.1182,125,104,229,Am,,uridine[c] <=> uridine[m],,,,,-0.239749,,-0.162434
Af vs Am,Af,Am,MAR09383,Octadecanoate (n-C18:0) exchange,Exchange/demand reactions,0.272,6.0043394691837704e-33,7.67471962226497e-33,,,-0.574255,4.570224,0.1257,128,101,229,Af,,O2-[e] <=> ,,,,,-0.801804,,-1.376059
Af vs Am,Af,Am,MAR09641,Transport of sphingosine (c to e),Extracellular transport,0.341,6.3151556458138154e-52,9.417337366564461e-52,,,-0.001927,0.023595,0.0817,113,128,241,Af,,sphingosine[c] <=> sphingosine[e],,,,,0.01701,,0.015083
Af vs Am,Af,Am,MAR11947,Exchange of Sphingosine,Exchange/demand reactions,0.341,6.3151556458138154e-52,9.335447476420422e-52,,,-0.001927,0.023595,0.0817,113,129,242,Af,,sphingosine[e] <=> ,,,,,0.01701,,0.015083
Af vs Am,Af,Am,MAR00758,acyl-CoA:sphingosine N-acyltransferase,Sphingolipid metabolism,0.341,6.3151556458138154e-52,9.50067663529512e-52,,,-0.001927,0.023595,0.0817,113,130,243,Af,,ceramide pool[c] + CoA[c] + H+[c] => sphingosine[c] + acyl-CoA pool[c],,,,,0.01701,,0.015083
Af vs Am,Af,Am,MAR04008,ATP:UMP phosphotransferase,Pyrimidine metabolism,0.545,1.2241554841493768e-136,2.392027957533265e-136,,,70.140877,1990.179076,0.0352,87,158,245,Am,,ADP[c] + UDP[c] <=> ATP[c] + UMP[c],,,,,0.47599,,70.616868
Af vs Am,Af,Am,MAR20138,MAR20138,Mitochondrial transport,0.222,5.356249099254043e-22,6.457888984916222e-22,,,-185.124489,1701.213387,0.1088,140,109,249,Af,,CTP[c] + GDP[m] <=> CTP[m] + GDP[c],,,,,120.480273,,-64.644216
Af vs Am,Af,Am,MAR03977,diphosphate phosphohydrolase,Oxidative phosphorylation,0.322,3.0414095020255734e-46,4.3448707171793905e-46,,,0.035938,0.456427,0.0787,119,131,250,Am,,H2O[c] + PPi[c] => H+[c] + 2 Pi[c],,,,,0.295117,,0.331055
Af vs Am,Af,Am,MAR20137,MAR20137,Mitochondrial transport,0.222,5.356249099254043e-22,6.5040167633799095e-22,,,184.768921,1701.212008,0.1086,140,110,250,Am,,CTP[c] + GTP[m] <=> CTP[m] + GTP[c],,,,,-120.119953,,64.648969
Af vs Am,Af,Am,MAR04990,Transport of H2S (c to e),Extracellular transport,0.327,1.0512971130411039e-47,1.5145805865846416e-47,,,0.000406,0.005627,0.0722,116,137,253,Am,,H2S[c] <=> H2S[e],,,,,-0.01104,,-0.010634
Af vs Am,Af,Am,MAR09042,L-Methionine exchange,Exchange/demand reactions,0.407,1.8582877929472538e-74,3.0086564266765063e-74,,,-0.001052,0.01849,0.0569,105,149,254,Af,,methionine[e] <=> ,,,,,-0.022495,,-0.023547
Af vs Am,Af,Am,MAR09103,Exchange of H2S,Exchange/demand reactions,0.327,1.0512971130411039e-47,1.5145805865846416e-47,,,0.000406,0.005627,0.0722,116,138,254,Am,,H2S[e] <=> ,,,,,-0.01104,,-0.010634
Af vs Am,Af,Am,MAR04323,"L-serine hydro-lyase (adding hydrogen sulfide, L-cysteine-forming)",Cysteine and methionine metabolism,0.327,1.0512971130411039e-47,1.5145805865846416e-47,,,-0.000406,0.005627,0.0722,116,139,255,Af,,H+[c] + H2S[c] + serine[c] => cysteine[c] + H2O[c],,,,,0.01104,,0.010634
Af vs Am,Af,Am,MAR09069,L-Serine exchange,Exchange/demand reactions,0.406,4.4017018933952624e-74,7.0593332252565535e-74,,,-0.002906,0.053058,0.0548,106,151,257,Af,,serine[e] <=> ,,,,,-0.058621,,-0.061527
Af vs Am,Af,Am,MAR04384,Exchange of N-Acylsphingosine,Exchange/demand reactions,0.315,3.0782750478628503e-44,4.3248492407990453e-44,,,0.001691,0.025708,0.0658,120,140,260,Am,,ceramide pool[e] <=> ,,,,,-0.018912,,-0.017221
Af vs Am,Af,Am,MAR12040,Ceramide Diffusion,Sphingolipid metabolism,0.315,3.0782750478628503e-44,4.3248492407990453e-44,,,-0.001691,0.025708,0.0658,120,141,261,Af,,ceramide pool[e] <=> ceramide pool[c],,,,,0.018912,,0.017221
Af vs Am,Af,Am,MAR04375,"D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)",Glycolysis / Gluconeogenesis,0.209,1.5839049278876938e-19,1.8569919844200543e-19,,,0.119001,1.303398,0.0913,142,122,264,Am,,"DHAP[c] + D-glyceraldehyde 3-phosphate[c] <=> fructose-1,6-bisphosphate[c]",,,,,-0.755925,,-0.636924
Af vs Am,Af,Am,MAR09064,L-Tyrosine exchange,Exchange/demand reactions,0.384,4.183999797831446e-66,6.647476314311645e-66,,,-0.000755,0.019294,0.0391,107,157,264,Af,,tyrosine[e] <=> ,,,,,-0.025451,,-0.026206
Af vs Am,Af,Am,MAR07865,UMP kinase (UTP),Nucleotide metabolism,0.503,2.0224359298863318e-115,3.6190958745334356e-115,,,-4.773811,1985.595785,0.0024,95,170,265,Af,,2 UDP[c] <=> UMP[c] + UTP[c],,,,,-0.237067,,-5.010878
Af vs Am,Af,Am,MAR11973,Transport to Extracellular Space,Extracellular transport,0.209,1.5839049278876938e-19,1.8698877620896384e-19,,,0.119001,1.303398,0.0913,142,123,265,Am,,"fructose-1,6-bisphosphate[c] <=> fructose-1,6-bisphosphate[e]",,,,,-0.755925,,-0.636924
Af vs Am,Af,Am,MAR05303,,Extracellular transport,0.158,2.6255784492506013e-11,2.898365820601313e-11,,,-0.059149,0.578372,0.1023,153,112,265,Af,,ATP[c] <=> ATP[e],,,,,-0.329101,,-0.38825
Af vs Am,Af,Am,MAR11974,"Exchange of D-Fructose 1,6-Bisphosphate",Exchange/demand reactions,0.209,1.5839049278876938e-19,1.8569919844200543e-19,,,0.119001,1.303398,0.0913,142,124,266,Am,,"fructose-1,6-bisphosphate[e] <=> ",,,,,-0.755925,,-0.636924
Af vs Am,Af,Am,MAR00569,Exchange of ATP,Exchange/demand reactions,0.158,2.6255784492506013e-11,2.898365820601313e-11,,,-0.059149,0.578372,0.1023,153,113,266,Af,,ATP[e] <=> ,,,,,-0.329101,,-0.38825
Af vs Am,Af,Am,MAR04391,D-glyceraldehyde-3-phosphate aldose-ketose-isomerase,Glycolysis / Gluconeogenesis,0.209,1.5839049278876938e-19,1.8569919844200543e-19,,,-0.119001,1.303398,0.0913,142,125,267,Af,,DHAP[c] <=> D-glyceraldehyde 3-phosphate[c],,,,,0.755924,,0.636923
Af vs Am,Af,Am,MAR09255,Adrenic acid exchange,Exchange/demand reactions,0.14,5.8227521480225915e-09,6.304890860916181e-09,,,-0.056314,0.578599,0.0973,156,117,273,Af,,ADP[e] <=> ,,,,,0.260122,,0.203807
Af vs Am,Af,Am,MAR07781,Adp exchange,Extracellular transport,0.14,5.8227521480225915e-09,6.345306827973336e-09,,,-0.056314,0.578599,0.0973,156,118,274,Af,,ADP[c] => ADP[e],,,,,0.260122,,0.203807
Af vs Am,Af,Am,MAR09079,H+ exchange,Exchange/demand reactions,0.29,1.844783660088942e-37,2.529138888831614e-37,,,-0.414216,7.537021,0.055,124,150,274,Af,,H+[e] <=> ,,,,,0.240751,,-0.173466
Af vs Am,Af,Am,MAR04152,Succinate:CoA ligase (ADP-forming),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0.309,1.4773569429441138e-42,2.0418754495975557e-42,,,-68.49762,1701.240991,0.0403,122,155,277,Af,,ADP[m] + Pi[m] + succinyl-CoA[m] <=> ATP[m] + CoA[m] + succinate[m],,,,,3.97073,,-64.52689
Af vs Am,Af,Am,MAR04147,Succinate:CoA ligase (GDP-forming),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0.309,1.4773569429441138e-42,2.0586121336106505e-42,,,-68.210967,1701.212008,0.0401,122,156,278,Af,,CoA[m] + GTP[m] + succinate[m] <=> GDP[m] + Pi[m] + succinyl-CoA[m],,,,,3.56086,,-64.650108
Af vs Am,Af,Am,MAR09354,EX hco3 LPAREN e RPAREN ,Exchange/demand reactions,0.178,2.980114180184982e-14,3.4231041258881555e-14,,,0.292973,5.522256,0.0531,147,152,299,Am,,H2O2[e] <=> ,,,,,-0.049953,,0.24302
Af vs Am,Af,Am,MAR11406,"Ferrochelatase, Cytosol",Porphyrin metabolism,0.116,2.798513019401821e-06,2.973420083114435e-06,,,0.013426,0.211041,0.0636,158,142,300,Am,,Fe2+[c] + protoporphyrin[c] => 2 H+[c] + heme[c],,,,,0.073999,,0.087425
Af vs Am,Af,Am,MAR08408,Hydrogen peroxide transport via diffusion,Extracellular transport,0.178,2.980114180184982e-14,3.4231041258881555e-14,,,0.292973,5.522256,0.0531,147,153,300,Am,,H2O2[c] <=> H2O2[e],,,,,-0.049953,,0.24302
Af vs Am,Af,Am,MAR09107,Protoheme exchange,Exchange/demand reactions,0.116,2.798513019401821e-06,2.9921208383541484e-06,,,0.013426,0.211041,0.0636,158,143,301,Am,,heme[e] <=> ,,,,,0.073999,,0.087425
Af vs Am,Af,Am,MAR07735,Heme transport,Extracellular transport,0.116,2.798513019401821e-06,3.0110583120146175e-06,,,0.013426,0.211041,0.0636,158,144,302,Am,,heme[c] <=> heme[e],,,,,0.073999,,0.087425
