Reaction ID,Reaction name,Subsystem,Present in,"Carbon-normalised yield (Am, reference)",Carbon-normalised yield (Af),"Yield difference (Am - Af, Am as reference)",Higher yield in,Active in pFBA (Af),Active in pFBA (Am),Verdict
MAR11250,Carnitine shuttle of O-acetylcarnitine (e->c),Transport reactions,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR03597,Transport of CE pool (l->r),Transport reactions,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR04004,ATP:AMP phosphotransferase (m),Purine metabolism,Af only,0.0,-6.207291763596827e-05,6.207291763596827e-05,Am,True,False,Only in Af
MAR11261,Carnitine shuttle of Hexanoyl Carnitine (e->c),Transport reactions,both,0.0,-6.207291763596827e-05,6.207291763596827e-05,Am,True,False,Only in Af
MAR11787,"Transport of 5,10-methylene-THF (e->c)",Transport reactions,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR01095,Transport reaction #5,Transport reactions,both,0.0,-6.207291763596827e-05,6.207291763596827e-05,Am,True,False,Only in Af
MAR10375,Transport of hexanoyl-CoA (c->e),Transport reactions,both,0.0,-6.207291763596827e-05,6.207291763596827e-05,Am,True,False,Only in Af
MAR00031,"Pool reaction of 1,2-diacylglycerol-LD-TAG pool",Pool reactions,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR04110,Exchange of apoA1,Exchange/demand reactions,both,0.0,-6.207291763596827e-05,6.207291763596827e-05,Am,True,False,Only in Af
MAR13086,Transport of RNA (n->c),Transport reactions,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR00022,Artificial reaction of protein Lys,Artificial reactions,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR07161,nucleoside-triphosphate:RNA nucleotidyltransferase (DNA-directed),Nucleotide metabolism,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR00021,Artificial reaction of alanine (c/r/n),Artificial reactions,both,0.0,6.207291763596827e-05,-6.207291763596827e-05,Af,True,False,Only in Af
MAR07867,GDP reaction (c),Nucleotide metabolism,Am only,5.6318595596997914e-05,0.0,5.6318595596997914e-05,Am,False,True,Only in Am
MAR06513,Transport reaction #53,Transport reactions,both,0.0,-5.5865625872372654e-05,5.5865625872372654e-05,Am,True,False,Only in Af
MAR06672,13-cis-retinal to Retinal (c),Retinol metabolism,both,0.0,5.5865625872372654e-05,-5.5865625872372654e-05,Af,True,False,Only in Af
MAR09824,Transport of dCMP (e->c),Transport reactions,both,5.200588553807602e-05,0.0001048103419149,-5.2804456376823984e-05,Af,True,True,Higher in Af
MAR09847,Exchange of dCMP,Exchange/demand reactions,both,-5.200588553807602e-05,-0.0001048103419149,5.2804456376823984e-05,Am,True,True,Higher in Af
MAR08452,dCDP cleavage (c),Nucleotide metabolism,Am only,5.200588553807602e-05,0.0,5.200588553807602e-05,Am,False,True,Only in Am
MAR03931,NADPH:oxidized-thioredoxin oxidoreductase,Pyrimidine metabolism,both,5.451750212411709e-05,0.0001058497112179,-5.1332209093782906e-05,Af,True,True,Higher in Af
MAR09404,Exchange of retinoate,Exchange/demand reactions,both,0.0,-4.965833410877301e-05,4.965833410877301e-05,Am,True,False,Only in Af
MAR08721,Transport of retinoate (c->e),Transport reactions,both,0.0,-4.965833410877301e-05,4.965833410877301e-05,Am,True,False,Only in Af
MAR07780,Transport reaction #78,Transport reactions,both,0.0,4.758923685424248e-05,-4.758923685424248e-05,Af,True,False,Only in Af
MAR07778,Transport reaction #76,Transport reactions,both,0.0,4.758923685424248e-05,-4.758923685424248e-05,Af,True,False,Only in Af
MAR03967,CDP reaction (c),Nucleotide metabolism,both,-0.0001284229217544,-8.423383023025963e-05,-4.4189091524140365e-05,Af,True,True,Higher in Am
MAR07871,dCDP to dCTP (c),Nucleotide metabolism,Af only,0.0,4.273742427900912e-05,-4.273742427900912e-05,Af,True,False,Only in Af
MAR03818,Transport of L-glutamate 5-semialdehyde (c->m),Transport reactions,Af only,0.0,-4.216691295125559e-05,4.216691295125559e-05,Am,True,False,Only in Af
MAR03806,L-glutamate gamma-semialdehyde:NAD+ oxidoreductase,Arginine and proline metabolism,Af only,0.0,4.216691295125559e-05,-4.216691295125559e-05,Af,True,False,Only in Af
MAR03819,1-pyrroline-5-carboxylate hydrolase (c),Arginine and proline metabolism,Af only,0.0,-4.216691295125559e-05,4.216691295125559e-05,Am,True,False,Only in Af
MAR03835,L-Proline:NAD+ 5-oxidoreductase (c),Arginine and proline metabolism,Af only,0.0,4.216691295125559e-05,-4.216691295125559e-05,Af,True,False,Only in Af
MAR09038,Exchange of histidine,Exchange/demand reactions,both,-0.0006962355398566,-0.00073633245809,4.0096918233400005e-05,Am,True,True,Higher in Af
MAR09593,Transport of chloride/histidine (e->c),Transport reactions,both,0.0006962355398566,0.00073633245809,-4.0096918233400005e-05,Af,True,True,Higher in Af
MAR00578,Transport of acyl-CoA pool (c->m),Transport reactions,both,0.0001284229217544,0.0001683683437923,-3.9945422037900014e-05,Af,True,True,Higher in Af
MAR09921,Exchange of O-propanoylcarnitine,Exchange/demand reactions,both,0.0,3.7243750581581774e-05,-3.7243750581581774e-05,Af,True,False,Only in Af
MAR09913,Carnitine shuttle of Na+/O-propanoylcarnitine (c->e),Transport reactions,both,0.0,3.7243750581581774e-05,-3.7243750581581774e-05,Af,True,False,Only in Af
MAR05361,Transport of propanoyl-CoA (c->m),Transport reactions,Af only,0.0,-3.7243750581581774e-05,3.7243750581581774e-05,Am,True,False,Only in Af
MAR02594,propanoylcarnitine transferase (c),Carnitine shuttle (cytosolic),both,0.0,-3.7243750581581774e-05,3.7243750581581774e-05,Am,True,False,Only in Af
MAR08722,Transport of retinoate (c->r),Transport reactions,both,0.0,3.7243750581581774e-05,-3.7243750581581774e-05,Af,True,False,Only in Af
MAR02897,Carnitine shuttle of C22:4-CoA #6,Carnitine shuttle (endoplasmic reticular),Af only,0.0,-3.310555607251668e-05,3.310555607251668e-05,Am,True,False,Only in Af
MAR02730,Carnitine shuttle of C22:6-CoA (c),Carnitine shuttle (cytosolic),Af only,0.0,-3.310555607251668e-05,3.310555607251668e-05,Am,True,False,Only in Af
MAR02896,Carnitine shuttle of ocosatetraenoyl (r->c),Carnitine shuttle (endoplasmic reticular),Af only,0.0,-3.310555607251668e-05,3.310555607251668e-05,Am,True,False,Only in Af
MAR02870,Carnitine shuttle of C22:6-CoA (r),Carnitine shuttle (endoplasmic reticular),Af only,0.0,3.310555607251668e-05,-3.310555607251668e-05,Af,True,False,Only in Af
MAR03437,docosahexaenoyCoA β-oxidation (c),Fatty acid oxidation,Af only,0.0,3.310555607251668e-05,-3.310555607251668e-05,Af,True,False,Only in Af
MAR02869,Carnitine shuttle of docosahexaenoyl (r->c),Carnitine shuttle (endoplasmic reticular),Af only,0.0,3.310555607251668e-05,-3.310555607251668e-05,Af,True,False,Only in Af
MAR03438,docosahexaenoyCoA β-oxidation (r),Fatty acid oxidation,Af only,0.0,-3.310555607251668e-05,3.310555607251668e-05,Am,True,False,Only in Af
MAR02759,Carnitine shuttle of C22:4-CoA #3,Carnitine shuttle (cytosolic),Af only,0.0,3.310555607251668e-05,-3.310555607251668e-05,Af,True,False,Only in Af
MAR06651,all-trans-Retinal 11-cis-trans-isomerase,Retinol metabolism,both,0.0,3.103645881798212e-05,-3.103645881798212e-05,Af,True,False,Only in Af
MAR08613,aquacob(III)alamin reductase,Vitamin B12 metabolism,both,0.0,3.103645881798212e-05,-3.103645881798212e-05,Af,True,False,Only in Af
MAR09046,Exchange of valine,Exchange/demand reactions,both,-0.0019421350648089,-0.0019723066204085,3.0171555599599808e-05,Am,True,True,Higher in Af
MAR05314,Transport of Na+/valine (e->c),Transport reactions,both,0.0019421350648089,0.0019723066204085,-3.0171555599599808e-05,Af,True,True,Higher in Af
MAR00605,"acyl-CoA:1,2-diacyl-sn-glycerol O-acyltransferase",Acylglycerides metabolism,both,0.0,2.731208375982475e-05,-2.731208375982475e-05,Af,True,False,Only in Af
MAR08010,Transport of calcidiol (c->e),Transport reactions,both,0.0,-2.4829167054386504e-05,2.4829167054386504e-05,Am,True,False,Only in Af
MAR09215,Exchange of calcidiol,Exchange/demand reactions,both,0.0,-2.4829167054386504e-05,2.4829167054386504e-05,Am,True,False,Only in Af
MAR06638,11-cis-retinol:NAD+ oxidoreductase,Retinol metabolism,both,0.0,2.4829167054386504e-05,-2.4829167054386504e-05,Af,True,False,Only in Af
MAR11583,Transport of PI pool (c->e),Transport reactions,both,-0.0001284174138233,-0.0001063928461652,-2.2024567658100014e-05,Af,True,True,Higher in Am
MAR12127,Exchange of PI pool,Exchange/demand reactions,both,-0.0001284174138233,-0.0001063928461652,-2.2024567658100014e-05,Af,True,True,Higher in Am
MAR01827,Transport of CE pool (e->c),Transport reactions,both,0.0,2.1104791996229134e-05,-2.1104791996229134e-05,Af,True,False,Only in Af
MAR07792,Transport reaction #85,Transport reactions,both,0.0,2.1104791996229134e-05,-2.1104791996229134e-05,Af,True,False,Only in Af
MAR01669,Transport of PS-LD pool (e->c) #2,Transport reactions,both,3.210573043862073e-05,1.1068041713614857e-05,2.1037688725005875e-05,Am,True,True,Higher in Am
MAR00661,Exchange of PS-LD pool,Exchange/demand reactions,both,-3.210573043862073e-05,-1.1068041713614857e-05,-2.1037688725005875e-05,Af,True,True,Higher in Am
MAR00580,acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase,Glycerophospholipid metabolism,both,6.421146087724147e-05,8.418417189615246e-05,-1.997271101891099e-05,Af,True,True,Higher in Af
MAR10049,Transport of CDP-diacylglycerol-CL pool (c->m),Transport reactions,both,-6.421146087724147e-05,-8.418417189615246e-05,1.997271101891099e-05,Am,True,True,Higher in Af
MAR09839,Transport of sn-glycerol-3-phosphate (e->c),Transport reactions,both,6.421146087724147e-05,8.418417189615246e-05,-1.997271101891099e-05,Af,True,True,Higher in Af
MAR09868,Exchange of sn-glycerol-3-phosphate,Exchange/demand reactions,both,-6.421146087724147e-05,-8.418417189615246e-05,1.997271101891099e-05,Am,True,True,Higher in Af
MAR00129,Cardiolipin Synthase (Homo Sapiens),Glycerophospholipid metabolism,both,6.421146087724147e-05,8.418417189615246e-05,-1.997271101891099e-05,Af,True,True,Higher in Af
MAR00581,Pool reaction of phosphatidate-CL pool,Glycerophospholipid metabolism,both,6.421146087724147e-05,8.418417189615246e-05,-1.997271101891099e-05,Af,True,True,Higher in Af
MAR08891,Transport of sn-glycerol-3-phosphate (c->m) #2,Transport reactions,both,6.421146087724147e-05,8.418417189615246e-05,-1.997271101891099e-05,Af,True,True,Higher in Af
MAR00579,acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase,Glycerophospholipid metabolism,both,6.421146087724147e-05,8.418417189615246e-05,-1.997271101891099e-05,Af,True,True,Higher in Af
MAR07776,Transport reaction #74,Transport reactions,both,0.0,1.8621875290790887e-05,-1.8621875290790887e-05,Af,True,False,Only in Af
MAR05423,Transport reaction #49,Transport reactions,both,0.0,1.8621875290790887e-05,-1.8621875290790887e-05,Af,True,False,Only in Af
MAR08711,all-trans-Retinol 11-cis-trans-isomerase,Retinol metabolism,both,0.0,1.8621875290790887e-05,-1.8621875290790887e-05,Af,True,False,Only in Af
MAR07772,Transport reaction #71,Transport reactions,both,0.0,1.8621875290790887e-05,-1.8621875290790887e-05,Af,True,False,Only in Af
MAR06660,9-cis-retinoate to Retinoate (r),Retinol metabolism,both,0.0,-1.2414583527191238e-05,1.2414583527191238e-05,Am,True,False,Only in Af
MAR08702,9-cis-retinal to Retinal,Retinol metabolism,both,0.0,-1.2414583527191238e-05,1.2414583527191238e-05,Am,True,False,Only in Af
MAR06674,13-cis-retinal dehydrogenase (r),Retinol metabolism,both,0.0,-1.2414583527191238e-05,1.2414583527191238e-05,Am,True,False,Only in Af
MAR08009,Transport of calcidiol (c->m),Transport reactions,both,0.0,1.2414583527191238e-05,-1.2414583527191238e-05,Af,True,False,Only in Af
MAR01565,cholesterol:NADP+ delta7-oxidoreductase,Cholesterol biosynthesis 2,both,0.0001123673025696,0.0001010770288498,1.1290273719799997e-05,Am,True,True,Higher in Am
MAR09989,Transport of provitamin D3 (c->e) #2,Transport reactions,both,-0.0001123673025696,-0.0001010770288498,-1.1290273719799997e-05,Af,True,True,Higher in Am
MAR10195,Exchange of provitamin D3,Exchange/demand reactions,both,-0.0001123673025696,-0.0001010770288498,-1.1290273719799997e-05,Af,True,True,Higher in Am
MAR07796,Transport reaction #87,Transport reactions,both,0.0,1.1173125174472114e-05,-1.1173125174472114e-05,Af,True,False,Only in Af
MAR07786,Transport reaction #81,Transport reactions,both,0.0,1.1173125174472114e-05,-1.1173125174472114e-05,Af,True,False,Only in Af
MAR07862,Transport of dGTP (c->n),Transport reactions,both,5.451750212411709e-05,4.360230092531472e-05,1.0915201198802376e-05,Am,True,True,Higher in Am
MAR04614,dGTP oxidoreductase,Purine metabolism,both,5.451750212411709e-05,4.360230092531472e-05,1.0915201198802376e-05,Am,True,True,Higher in Am
MAR07861,Transport of dATP (c->n),Transport reactions,both,7.261105581957998e-05,6.224741029267984e-05,1.0363645526900145e-05,Am,True,True,Higher in Am
MAR09112,Transport of HCO3/PEP (e->c/c->e),Transport reactions,both,-7.210432615748503e-05,-6.207291763596827e-05,-1.0031408521516758e-05,Af,True,True,Higher in Am
MAR06627,dTDP reaction,Pyrimidine metabolism,both,7.210432615748503e-05,6.207291763596827e-05,1.0031408521516758e-05,Am,True,True,Higher in Am
MAR09133,Exchange of pyruvate,Exchange/demand reactions,both,7.210432615748503e-05,6.207291763596827e-05,1.0031408521516758e-05,Am,True,True,Higher in Am
MAR07857,Transport of dTTP (c->n),Transport reactions,both,7.210432615748503e-05,6.207291763596827e-05,1.0031408521516758e-05,Am,True,True,Higher in Am
MAR09858,Exchange of PEP,Exchange/demand reactions,both,-7.210432615748503e-05,-6.207291763596827e-05,-1.0031408521516758e-05,Af,True,True,Higher in Am
MAR09902,Transport of Na+/pyruvate (e->c),Transport reactions,both,-7.210432615748503e-05,-6.207291763596827e-05,-1.0031408521516758e-05,Af,True,True,Higher in Am
MAR01607,Transport of PG-CL pool (e->c),Transport reactions,both,8.026157213099606e-05,8.971103713153897e-05,-9.44946500054291e-06,Af,True,True,Higher in Af
MAR00658,Exchange of PG-CL pool,Exchange/demand reactions,both,-8.026157213099606e-05,-8.971103713153897e-05,9.44946500054291e-06,Am,True,True,Higher in Af
MAR07860,Transport of dCTP (c->n),Transport reactions,both,5.200588553807602e-05,4.273742427900912e-05,9.268461259066898e-06,Am,True,True,Higher in Am
MAR06484,11-carboxy-α-chromanol CoA ligase,Vitamin E metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06478,13-hydroxy-α-tocopherol hydroxylase,Vitamin E metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06474,Transport of alpha-tocopherol (c->e),Transport reactions,both,0.0,-6.207291763595619e-06,6.207291763595619e-06,Am,True,False,Only in Af
MAR06482,13-carboxy-α-tocopherol CoA ligase,Vitamin E metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06473,7-carboxy-γ-chromanol CoA ligase,Vitamin E metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06476,α-tocopherol hydroxylase,Vitamin E metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06471,11-carboxy-γ-chromanol CoA ligase,Vitamin E metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06481,Transport of 13-carboxy-alpha-tocopherol (c->m),Transport reactions,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06472,9-carboxy-γ-chromanol CoA ligase,Vitamin E metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06468,Transport of 13-carboxy-gamma-tocopherol (c->r),Transport reactions,both,0.0,-6.207291763595619e-06,6.207291763595619e-06,Am,True,False,Only in Af
MAR06469,Transport of 13-carboxy-gamma-tocopherol (c->m),Transport reactions,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06470,13-carboxy-γ-tocopherol CoA ligase,Vitamin E metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06486,9-carboxy-α-chromanol CoA ligase,Vitamin E metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06642,Retinol hydroxylase (r),Retinol metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06488,7-carboxy-α-chromanol CoA ligase,Vitamin E metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06690,APE hydrolase,Retinol metabolism,both,0.0,-6.207291763595619e-06,6.207291763595619e-06,Am,True,False,Only in Af
MAR06673,13-cis-retinal to Retinal (r),Retinol metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR02143,calcitetrol hydroxylase (m),Vitamin D metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06677,13-cis-retinal hydroxylase (c),Retinol metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06678,13-cis-retinal hydroxylase (r),Retinol metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06682,13-cis-retinoate hydroxylase (r),Retinol metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06687,13-cis-retinoate hydroxylase (c),Retinol metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06691,A2PE-H2 hydrolase,Retinol metabolism,both,0.0,-6.207291763595619e-06,6.207291763595619e-06,Am,True,False,Only in Af
MAR06492,γ-CEHC-glucuronide hydrolase,Vitamin E metabolism,both,0.0,-6.207291763595619e-06,6.207291763595619e-06,Am,True,False,Only in Af
MAR06692,A2PE-H2 dehydrogenase,Retinol metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06693,A2PE hydrolase,Retinol metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06700,Retinoate hydroxylase (c) #3,Retinol metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06701,Retinoate hydroxylase (r) #2,Retinol metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06702,4-hydroxy-altrans-retinoate hydroxylase (c),Retinol metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06703,4-hydroxy-altrans-retinoate hydroxylase (r),Retinol metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06669,4-oxo-9-cis-retinoate glucuronidation (r),Retinol metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06668,4-oxo-9-cis-retinoate glucuronidation (c),Retinol metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06665,9-cis-retinoate hydroxylase (r),Retinol metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06664,9-cis-retinoate hydroxylase (c),Retinol metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06658,Retinoate hydroxylase (r),Retinol metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06657,Retinoate hydroxylase (c),Retinol metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06656,4-OH-9-cis-retinal hydroxylase (r),Retinol metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06655,4-OH-9-cis-retinal hydroxylase (c),Retinol metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06654,9-cis-retinal hydroxylase (r),Retinol metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06652,9-cis-retinal dehydrogenase,Retinol metabolism,both,0.0,-6.207291763595619e-06,6.207291763595619e-06,Am,True,False,Only in Af
MAR06649,Retinal hydroxylase (r),Retinol metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06644,9-cis-retinol:NAD+ oxidoreductase,Retinol metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06465,γ-tocopherol hydroxylase,Vitamin E metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06641,Retinol hydroxylase (c) #2,Retinol metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06634,Retinol hydroxylase (c),Retinol metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06629,Transport of retinol (c->r),Transport reactions,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR00023,Artificial reaction of 11-cis-retinol (c/r),Artificial reactions,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06467,13-hydroxy-γ-tocopherol hydroxylase,Vitamin E metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR09864,Exchange of UDP-GlcA,Exchange/demand reactions,both,0.0,-6.207291763595619e-06,6.207291763595619e-06,Am,True,False,Only in Af
MAR06463,Transport of gamma-tocopherol (c->r),Transport reactions,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR02132,"23s,25-dihydroxyvitamin D3 hydroxylase (m)",Vitamin D metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06462,Transport of gamma-tocopherol (c->e),Transport reactions,both,0.0,-6.207291763595619e-06,6.207291763595619e-06,Am,True,False,Only in Af
MAR09153,Exchange of gamma-tocopherol,Exchange/demand reactions,both,0.0,-6.207291763595619e-06,6.207291763595619e-06,Am,True,False,Only in Af
MAR02139,"24,25-dihydroxycalciol hydroxylase (c)",Vitamin D metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR02130,"23s,25-dihydroxyvitamin D3 dehydrogenase",Vitamin D metabolism,both,0.0,-6.207291763595619e-06,6.207291763595619e-06,Am,True,False,Only in Af
MAR09271,Exchange of bilirubin-bisglucuronoside,Exchange/demand reactions,both,0.0,-6.207291763595619e-06,6.207291763595619e-06,Am,True,False,Only in Af
MAR09272,Exchange of bilirubin-monoglucuronoside,Exchange/demand reactions,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR00598,"1,2-diacyl-sn-glycerol 3-phosphate phosphohydrolase #3",Glycerophospholipid metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR00675,ATP:acylglycerol 3-phosphotransferase #3,Glycerolipid metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR02131,"23s,25-dihydroxyvitamin D3 hydroxylase (c)",Vitamin D metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR01514,Transport of 1-acylglycerol-3P pool (e->c),Transport reactions,both,0.0,-6.207291763595619e-06,6.207291763595619e-06,Am,True,False,Only in Af
MAR00670,"1,2-diacyl-sn-glycerol acylhydrolase #5",Acylglycerides metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR02993,9-cis-retinal hydroxylase (c),Vitamin A metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR02138,calcidiol hydroxylase (m),Vitamin D metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR02137,calcidiol hydroxylase (c) #2,Vitamin D metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR09830,Transport of glucuronate (e->c),Transport reactions,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR02133,"23S,25,26-triOHvitamin D3 conversion (c)",Vitamin D metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR00631,Exchange of 1-acylglycerol-3P pool,Exchange/demand reactions,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR09837,Transport of UDP-GlcA (e->c),Transport reactions,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR02134,"23S,25,26-triOHvitamin D3 conversion (m)",Vitamin D metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR04767,bilirubin glucuronidation #3,ROS detoxification,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR02136,"25-OHvitamin D3-26,23-lactol conversion (m)",Vitamin D metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR02135,"25-OHvitamin D3-26,23-lactol conversion (c)",Vitamin D metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR02129,calcidiol hydroxylase (c),Vitamin D metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR09151,Exchange of alpha-tocopherol,Exchange/demand reactions,both,0.0,-6.207291763595619e-06,6.207291763595619e-06,Am,True,False,Only in Af
MAR02960,11-cis-retinal hydroxylase,Vitamin A metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR02142,calcitetrol hydroxylase (c),Vitamin D metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06454,Transport of N-glycan (m->c),Transport reactions,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06453,5-carboxy-γ-chromanol CoA ligase,Vitamin E metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06438,Transport of 3-carboxy-alpha-chromanol (c->m),Transport reactions,both,0.0,-6.207291763595619e-06,6.207291763595619e-06,Am,True,False,Only in Af
MAR06436,5-carboxy-α-chromanol CoA ligase,Vitamin E metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR01820,bilirubin glucuronidation,Steroid metabolism,both,0.0,-6.207291763595619e-06,6.207291763595619e-06,Am,True,False,Only in Af
MAR06258,Transport of bilirubin-monoglucuronoside (c->e),Transport reactions,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
MAR06250,Transport of bilirubin-bisglucuronoside (c->e) #2,Transport reactions,both,0.0,-6.207291763595619e-06,6.207291763595619e-06,Am,True,False,Only in Af
MAR08006,"24,25-dihydroxycalciol hydroxylase (m) #2",Vitamin D metabolism,both,0.0,6.207291763595619e-06,-6.207291763595619e-06,Af,True,False,Only in Af
