Model,Reaction ID,Reaction name,Subsystem,EC number,Minimum flux,Maximum flux,Flux range width,Range includes zero,Present in both models
Af,MAR00215,Transport of pentadecylic acid (c to e),Extracellular transport,,0.0,3.703287158714985e-06,3.703287158714985e-06,yes,no
Af,MAR00238,Heptadecanoyl-CoA hydrolase,Acyl-CoA hydrolysis,3.1.2.2,0.0,3.7032871587150982e-06,3.7032871587150982e-06,yes,no
Af,MAR00239,Transport of margaric acid (c to e),Extracellular transport,,0.0,3.703287158714985e-06,3.703287158714985e-06,yes,no
Af,MAR00242,(10Z)-heptadecenoyl-CoA hydrolase,Acyl-CoA hydrolysis,3.1.2.2,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00243,Transport of (10Z)-heptadecenoic acid (c to e),Extracellular transport,,0.0,3.703287158714985e-06,3.703287158714985e-06,yes,no
Af,MAR00246,9-heptadecenoyl-CoA hydrolase,Acyl-CoA hydrolysis,3.1.2.2,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00247,Transport of 9-heptadecylenic acid (c to e),Extracellular transport,,0.0,3.703287158714985e-06,3.703287158714985e-06,yes,no
Af,MAR00272,(7Z)-octadecenoyl-CoA hydrolase,Acyl-CoA hydrolysis,3.1.2.2,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00273,Transport of (7Z)-octadecenoic acid (c to e),Extracellular transport,,0.0,3.703287158714985e-06,3.703287158714985e-06,yes,no
Af,MAR00280,Nonadecanoyl-CoA hydrolase,Acyl-CoA hydrolysis,3.1.2.2,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00281,Transport of nonadecylic acid (c to e),Extracellular transport,,0.0,3.7032871587150982e-06,3.7032871587150982e-06,yes,no
Af,MAR00310,Heneicosanoyl-CoA hydrolase,Acyl-CoA hydrolysis,3.1.2.2,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00311,Transport of heneicosanoic acid (c to e),Extracellular transport,,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00328,Tricosanoyl-CoA hydrolase,Acyl-CoA hydrolysis,3.1.2.2,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00329,Transport of tricosanoic acid (c to e),Extracellular transport,,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00332,Tetracosenoyl-CoA hydrolase,Acyl-CoA hydrolysis,3.1.2.2,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00335,Transport of lignocerate (c to e),Extracellular transport,,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00338,(15Z)-tetracosenoyl-CoA hydrolase,Acyl-CoA hydrolysis,3.1.2.2,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00339,Transport of nervonic acid (c to e),Extracellular transport,,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00342,Hexacosanoyl-CoA hydrolase,Acyl-CoA hydrolysis,3.1.2.2,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00343,Transport of cerotic acid (c to e),Extracellular transport,,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00346,Hexacosenoyl-CoA hydrolase,Acyl-CoA hydrolysis,3.1.2.2,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00347,Transport of ximenic acid (c to e),Extracellular transport,,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00370,"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA hydrolase",Acyl-CoA hydrolysis,3.1.2.2,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00371,"Transport of (9Z,12Z,15Z,18Z,21Z)-TPA (c to e)",Extracellular transport,,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00374,"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA hydrolase",Acyl-CoA hydrolysis,3.1.2.2,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00375,"Transport of (6Z,9Z,12Z,15Z,18Z,21Z)-THA (c to e)",Extracellular transport,,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00394,"12,15,18,21-tetracosatetraenoyl-CoA hydrolase",Acyl-CoA hydrolysis,3.1.2.2,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00395,"Transport of 12,15,18,21-tetracosatetraenoic acid (c to e)",Extracellular transport,,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00418,"(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA hydrolase",Acyl-CoA hydrolysis,3.1.2.2,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00419,"Transport of (9Z,12Z,15Z,18Z)-TTA (c to e)",Extracellular transport,,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00422,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA hydrolase",Acyl-CoA hydrolysis,3.1.2.2,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00423,"Transport of (6Z,9Z,12Z,15Z,18Z)-TPA (c to e)",Extracellular transport,,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00569,Exchange of ATP,Exchange/demand reactions,,-0.4397572958630615,-0.0455345083326257,0.3942227875304358,no,yes
Af,MAR00574,Exchange of Diglyceride,Exchange/demand reactions,,-0.002512230227022,-0.0020097841816176,0.0005024460454044,no,yes
Af,MAR00578,Transport of acyl-CoA pool (c to m),Mitochondrial transport,,0.0033444145176568,0.004180518147071,0.0008361036294142,no,yes
Af,MAR00579,acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase,Glycerophospholipid metabolism,2.3.1.15,0.0016722072588284,0.0020902590735355,0.0004180518147071,no,yes
Af,MAR00580,acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase,Glycerophospholipid metabolism,2.3.1.51,0.0016722072588284,0.0020902590735355,0.0004180518147071,no,yes
Af,MAR00581,,Glycerophospholipid metabolism,2.7.7.41,0.0016722072588284,0.0020902590735355,0.0004180518147071,no,yes
Af,MAR00598,"1,2-diacyl-sn-glycerol 3-phosphate phosphohydrolase",Glycerophospholipid metabolism,3.1.3.4,0.000123299643044,0.000154124553805,3.0824910761006856e-05,no,yes
Af,MAR00604,"ATP:1,2-diacylglycerol 3-phosphotransferase",Acylglycerides metabolism,2.7.1.107,0.0012329964304402,0.0015412455380503,0.00030824910761,no,yes
Af,MAR00605,"acyl-CoA:1,2-diacyl-sn-glycerol O-acyltransferase",Acylglycerides metabolism,2.3.1.20;2.3.1.22,0.0005425184293937,0.0006781480367421,0.0001356296073484,no,yes
Af,MAR00618,Exchange of Hexacosanoate (N-C26:0),Exchange/demand reactions,,0.0,3.703287158715101e-06,3.703287158715101e-06,yes,no
Af,MAR00620,Exchange of Heptadecanoate,Exchange/demand reactions,,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00621,Exchange of Lignoceric Acid,Exchange/demand reactions,,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00628,Exchange of Lysophosphatidylcholine,Exchange/demand reactions,,-0.0096546097845816,-0.0077236878276653,0.0019309219569163,no,yes
Af,MAR00631,Exchange of Monoacylglycerol 2 (Homo Sapiens),Exchange/demand reactions,,0.000123299643044,0.000154124553805,3.0824910761006856e-05,no,yes
Af,MAR00632,Acyl-CoA:1-acyl-sn-glycero-3-phosphocholine O-acyltransferase,Glycerophospholipid metabolism,2.3.1.23,0.007722948029807,0.0096536850372588,0.0019307370074517,no,yes
Af,MAR00637,Exchange of Nervonic Acid,Exchange/demand reactions,,0.0,3.7032871587150944e-06,3.7032871587150944e-06,yes,no
Af,MAR00643,phosphatidylethanolamine 2-acylhydrolase,Glycerophospholipid metabolism,3.1.1.4,1.7261950026163829e-06,2.1577437532704787e-06,4.3154875065409604e-07,no,yes
Af,MAR00651,CTP:ethanolamine-phosphate cytidylyltransferase,Glycerophospholipid metabolism,2.7.7.14,9.863971443522188e-07,1.2329964304402736e-06,2.4659928608805485e-07,no,yes
Af,MAR00656,Exchange of Phosphatidylethanolamine,Exchange/demand reactions,,-0.0027692661860122,-0.0022154129488098,0.0005538532372024,no,yes
Af,MAR00658,Exchange of Phosphatidylglycerol (Homo Sapiens),Exchange/demand reactions,,-0.0022274889107634,-0.0017819911286107,0.0004454977821526,no,yes
Af,MAR00661,Exchange of Phosphatidylserine (Homo Sapiens),Exchange/demand reactions,,-0.0002748150168501,-0.0002198520134801,5.496300337003897e-05,no,yes
Af,MAR00662,Exchange of Pentadecanoate,Exchange/demand reactions,,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00670,"1,2-diacyl-sn-glycerol acylhydrolase",Acylglycerides metabolism,3.1.1.3,0.000123299643044,0.000154124553805,3.0824910761006856e-05,no,yes
Af,MAR00675,ATP:acylglycerol 3-phosphotransferase,Glycerolipid metabolism,2.7.1.94,0.000123299643044,0.000154124553805,3.082491076100683e-05,no,yes
Af,MAR00697,"Exchange of Tetracosahexaenoic Acid, N-3",Exchange/demand reactions,,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00698,"Exchange of Tetracosapentaenoic Acid, N-3",Exchange/demand reactions,,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00699,"Exchange of Tetracosapentaenoic Acid, N-6",Exchange/demand reactions,,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00700,Exchange of Tetracosatetraenoic Acid N-6,Exchange/demand reactions,,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR00714,Exchange of Cholesterol Ester (from FullR2),Exchange/demand reactions,,-0.0020652690209874,-0.0016522152167899,0.0004130538041974,no,yes
Af,MAR00736,ceramide:phosphatidylcholine cholinephosphotransferase,Sphingolipid metabolism,2.7.8.27,0.0018922681969653,0.0023653352462066,0.0004730670492413,no,yes
Af,MAR00743,Fatty-Acyl Coenzyme A Elongation (N-C18:3CoA),Fatty acid biosynthesis,2.3.1.86,0.0,0.0017997975591355,0.0017997975591355,yes,no
Af,MAR00745,Fatty-Acyl Coenzyme A Elongation (N-C20:4CoA),Fatty acid biosynthesis,2.3.1.86,0.0,0.0001009145750749,0.0001009145750749,yes,no
Af,MAR00747,Fatty-Acyl Coenzyme A Elongation (N-C20:4CoA),Fatty acid biosynthesis,2.3.1.86,0.0,0.0030015142421385,0.0030015142421385,yes,no
Af,MAR00749,Fatty-Acyl Coenzyme A Elongation (N-C20:5CoA),Fatty acid biosynthesis,2.3.1.86,0.0,0.0003147794084907,0.0003147794084907,yes,no
Af,MAR00758,acyl-CoA:sphingosine N-acyltransferase,Sphingolipid metabolism,2.3.1.24,0.0116148129625793,0.0213570948362135,0.0097422818736342,no,yes
Af,MAR01031,Fatty-Acyl Coenzyme A Synthase (N-C16:0CoA),Fatty acid biosynthesis,2.3.1.86,0.0,0.0001231342980272,0.0001231342980272,yes,no
Af,MAR01044,"Ferrochelatase, Mitochondrial",Porphyrin metabolism,4.99.1.1,0.0012329964304402,0.0015412455380503,0.00030824910761,no,yes
Af,MAR01095,Transport of H+ (c to n),Nuclear transport,,-0.0015412455380503,-0.0012329964304402,0.00030824910761,no,yes
Af,MAR01462,"H Transporter, Peroxisome",Peroxisomal transport,,9.863971443522188e-07,1.2329964304402736e-06,2.4659928608805485e-07,no,yes
Af,MAR01499,Lysophosphatidylcholine Transport,Extracellular transport,,0.0077236878276653,0.0096546097845816,0.0019309219569163,no,yes
Af,MAR01514,Monoacylglycerol 2 Transport,Extracellular transport,1.2.1.5,-0.000154124553805,-0.000123299643044,3.082491076100683e-05,no,yes
Af,MAR01525,Bicarbonate Transport (HCl/ (Hcl/NaHCO3 Antiport),Extracellular transport,,0.0012329964304402,0.0015412455380503,0.00030824910761,no,yes
Af,MAR01542,Nicotinamide-Nucleotide Adenylyltransferase,Nicotinate and nicotinamide metabolism,2.7.4.6,0.0024659928608805,0.0030824910761006,0.00061649821522,no,yes
Af,MAR01565,cholesterol:NADP+ delta7-oxidoreductase,Cholesterol biosynthesis 2,1.3.1.21,0.002007761524957,0.0025097019061963,0.0005019403812392,no,yes
Af,MAR01601,Phosphatidylethanolamine Transport,Extracellular transport,2.3.1.12,0.0022154129488098,0.0027692661860122,0.0005538532372024,no,yes
Af,MAR01607,Phosphatidylglycerol Transport,Extracellular transport,3.1.3.18,0.0017819911286107,0.0022274889107634,0.0004454977821526,no,yes
Af,MAR01616,"Phenylalanine Transaminase, Mitochondrial",Phenylalanine metabolism,2.6.1.58,0.1184899071058236,0.6336430758790593,0.5151531687732357,no,no
Af,MAR01633,Fatty Acid Intracellular Transport,Peroxisomal transport,,-1.2329964304402734e-06,-9.863971443522188e-07,2.4659928608805464e-07,no,no
Af,MAR01669,Transport of Phosphatidylserine,Extracellular transport,2.7.8.8,0.0002198520134801,0.0002748150168501,5.4963003370039025e-05,no,yes
Af,MAR01788,"Thiamine Monophosphate Transport, Mitochondrial",Mitochondrial transport,,-0.7524206094689256,634.6816170051106,635.4340376145796,yes,no
Af,MAR01820,"UDP-Glucuronosyltransferase 1-10 Precursor, Microsomal",Steroid metabolism,2.4.1.17,-0.000154124553805,-0.000123299643044,3.082491076100683e-05,no,yes
Af,MAR01827,Cholesterol Ester Transporter,Extracellular transport,,0.0004192187863496,0.0005240234829371,0.0001048046965874,no,yes
Af,MAR01843,3'-Phosphoadenylylsulfate:taurolithocholate sulfotransferase,Bile acid biosynthesis,2.8.2.14,-0.0030824910761006,-0.0024659928608805,0.0006164982152201,no,yes
Af,MAR01939,Exchange of Flavin Adenine Dinucleotide Oxidized,Exchange/demand reactions,,-0.0015412455380503,-0.0012329964304402,0.00030824910761,no,yes
Af,MAR02028,Trans-Hexadec-2-Enoyl Coenzyme A Reductase,Fatty acid oxidation,1.3.1.38,0.0,7.406574317427621e-06,7.406574317427621e-06,yes,no
Af,MAR02121,Palmitoyl Coenzyme A:L-Carnitine O-Palmitoyltransferase,Fatty acid oxidation,2.3.1.21,-1.2329964304402736e-06,-9.863971443522188e-07,2.4659928608805485e-07,no,no
Af,MAR02129,,Vitamin D metabolism,1.14.13.-,0.000123299643044,0.000154124553805,3.0824910761006856e-05,no,yes
Af,MAR02130,,Vitamin D metabolism,1.14.13.-,-0.000154124553805,-0.000123299643044,3.082491076100683e-05,no,yes
Af,MAR02131,,Vitamin D metabolism,1.14.13.-,0.000123299643044,0.000154124553805,3.082491076100683e-05,no,yes
Af,MAR02132,,Vitamin D metabolism,1.14.13.-,0.000123299643044,0.000154124553805,3.0824910761006856e-05,no,yes
Af,MAR02133,,Vitamin D metabolism,1.14.13.-,0.000123299643044,0.000154124553805,3.0824910761006856e-05,no,yes
Af,MAR02134,,Vitamin D metabolism,1.14.13.-,0.000123299643044,0.000154124553805,3.0824910761006856e-05,no,yes
Af,MAR02135,,Vitamin D metabolism,1.14.13.-,0.000123299643044,0.000154124553805,3.0824910761006856e-05,no,yes
Af,MAR02136,,Vitamin D metabolism,1.14.13.-,0.000123299643044,0.000154124553805,3.0824910761006856e-05,no,yes
Af,MAR02137,,Vitamin D metabolism,1.14.13.126,0.000123299643044,0.000154124553805,3.0824910761006856e-05,no,yes
Af,MAR02138,,Vitamin D metabolism,1.14.13.126,0.000123299643044,0.000154124553805,3.0824910761006856e-05,no,yes
Af,MAR02139,,Vitamin D metabolism,1.14.13.126,0.000123299643044,0.000154124553805,3.0824910761006856e-05,no,yes
Af,MAR02142,,Vitamin D metabolism,1.14.13.-,0.000123299643044,0.000154124553805,3.0824910761006856e-05,no,yes
Af,MAR02143,,Vitamin D metabolism,1.14.13.-,0.000123299643044,0.000154124553805,3.0824910761006856e-05,no,yes
Af,MAR02144,,Vitamin D metabolism,1.14.13.-,0.000123299643044,0.000154124553805,3.0824910761006856e-05,no,yes
Af,MAR02145,,Vitamin D metabolism,1.14.13.-,0.000123299643044,0.000154124553805,3.0824910761006856e-05,no,yes
Af,MAR02148,Trans-Oct-2-Enoyl Coenzyme A Reductase,Fatty acid oxidation,1.3.1.38,0.0090160017563514,0.0156396297637853,0.0066236280074338,no,no
Af,MAR02149,Trans-Dodec-2-Enoyl Coenzyme A Reductase,Fatty acid oxidation,1.3.1.38,0.0,7.4065743174297585e-06,7.4065743174297585e-06,yes,no
Af,MAR02150,acetyl-CoA:[acyl-carrier-protein] S-acetyltransferase,Fatty acid biosynthesis,2.3.1.85,0.0012329964304402,0.0015412455380503,0.00030824910761,no,yes
Af,MAR02151,Malonyl-CoA:[acyl-carrier-protein] S-malonyltransferase,Fatty acid biosynthesis,2.3.1.85;2.3.1.39,0.0036989892913208,0.004623736614151,0.0009247473228301,no,yes
Af,MAR02152,Acyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),Fatty acid biosynthesis (even-chain),2.3.1.85;2.3.1.179,0.0012329964304402,0.0015412455380503,0.00030824910761,no,yes
Af,MAR02153,(3R)-3-hydroxybutanoyl-[acyl-carrier protein]:NADP+ oxidoreductase,Fatty acid biosynthesis (even-chain),2.3.1.85;2.3.1.86;1.1.1.100,0.0012329964304402,0.0015412455380503,0.00030824910761,no,yes
Af,MAR02154,(3R)-3-hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase,Fatty acid biosynthesis (even-chain),2.3.1.85;4.2.1.59,0.0012329964304402,0.0015412455380503,0.00030824910761,no,yes
Af,MAR02155,butyryl-[acp]:NADP+ trans-2-oxidoreductase,Fatty acid biosynthesis (even-chain),2.1.3.85;1.3.1.39,0.0012329964304402,0.0015412455380503,0.00030824910761,no,yes
Af,MAR02156,butyryl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),Fatty acid biosynthesis (even-chain),2.3.1.85;2.3.1.41;2.3.1.179,0.0012329964304402,0.0015412455380503,0.00030824910761,no,yes
Af,MAR02157,(3R)-3-hydroxyhexanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase,Fatty acid biosynthesis (even-chain),2.3.1.85;2.3.1.86;1.1.1.100,0.0012329964304402,0.0015412455380503,0.00030824910761,no,yes
Af,MAR02158,(3R)-3-hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase,Fatty acid biosynthesis (even-chain),2.3.1.85;4.2.1.59,0.0012329964304402,0.0015412455380503,0.00030824910761,no,yes
Af,MAR02159,hexanoyl-[acp]:NADP+ trans-2-oxidoreductase,Fatty acid biosynthesis (even-chain),2.3.1.85;1.3.1.39,0.0012329964304402,0.0015412455380503,0.00030824910761,no,yes
Af,MAR02160,hexanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),Fatty acid biosynthesis (even-chain),2.3.1.85;2.3.1.41;2.3.1.179,0.0012329964304402,0.0015412455380503,0.00030824910761,no,yes
Af,MAR02161,(3R)-3-hydroxyoctanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase,Fatty acid biosynthesis (even-chain),2.3.1.85;2.3.1.86;1.1.1.100,0.0012329964304402,0.0015412455380503,0.00030824910761,no,yes
Af,MAR02162,(3R)-3-hydroxyoctanoyl-[acyl-carrier-protein] hydro-lyase,Fatty acid biosynthesis (even-chain),2.3.1.85;4.2.1.59,0.0012329964304402,0.0015412455380503,0.00030824910761,no,yes
Af,MAR02163,octanoyl-[acp]:NADP+ trans-2-oxidoreductase,Fatty acid biosynthesis (even-chain),2.3.1.85;1.3.1.39,0.0012329964304402,0.0015412455380503,0.00030824910761,no,yes
Af,MAR02183,Trans-Tetradec-2-Enoyl Coenzyme A Reductase,Fatty acid oxidation,1.3.1.38,0.0,7.40657431742997e-06,7.40657431742997e-06,yes,no
Af,MAR02187,Trans-Dec-2-Enoyl Coenzyme A Reductase,Fatty acid oxidation,1.3.1.38,0.0090160017563514,0.0156396297637853,0.0066236280074338,no,no
Af,MAR02207,Trans-Hex-2-Enoyl Coenzyme A Reductase,Fatty acid oxidation,1.3.1.38,-0.0156396297637853,-0.0090160017563514,0.0066236280074338,no,no
Af,MAR02225,Free diffusion of bicarbonate (c to m),Mitochondrial transport,,-2.073722479412363,633.285006514833,635.3587289942453,yes,yes
Af,MAR02278,Carnitine/palmitoylcarnitine antiporter (peroxisomal),Peroxisomal transport,,-1.2329964304402736e-06,-9.863971443522188e-07,2.4659928608805485e-07,no,no
Af,MAR02340,Active Transport,Fatty acid oxidation,,0.0,0.0036412570988053,0.0036412570988053,yes,yes
Af,MAR02351,Facilitated diffusion of phosphate (c to e),Extracellular transport,4.2.1.1,1.1255893175882554,1.986871962877903,0.8612826452896476,no,yes
Af,MAR02379,Postulated Transport Reaction,Mitochondrial transport,2.3.1.86,0.0,0.0002027549719396,0.0002027549719396,yes,no
Af,MAR02495,HMR 2495,Omega-3 fatty acid metabolism,,0.0,0.0003694028940818,0.0003694028940818,yes,no
Af,MAR02591,Acetyl-CoA:carnitine O-acetyltransferase,Carnitine shuttle (cytosolic),2.3.1.21,0.0012329964304402,0.0015412455380503,0.00030824910761,no,yes
Af,MAR02594,Production of propionylcarnitine,Carnitine shuttle (cytosolic),2.3.1.21,-0.0009247473228302,-0.0007397978582641,0.000184949464566,no,yes
Af,MAR02599,palmitoyl-CoA:L-carnitine O-palmitoyltransferase,Carnitine shuttle (cytosolic),2.3.1.21,0.0036989892913208,0.0090391293741879,0.0053401400828671,no,yes
Af,MAR02602,Production of Dodecanoylcarnitine,Carnitine shuttle (cytosolic),2.3.1.21,-3.703287158715101e-06,0.0,3.703287158715101e-06,yes,no
Af,MAR02611,Carnitine O-Palmitoyltransferase,Carnitine shuttle (cytosolic),2.3.1.21,0.0,3.703287158715099e-06,3.703287158715099e-06,yes,no
Af,MAR02614,,Carnitine shuttle (cytosolic),2.3.1.21,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR02616,,Carnitine shuttle (mitochondrial),,-3.703287158715099e-06,0.0,3.703287158715099e-06,yes,no
Af,MAR02618,,Carnitine shuttle (mitochondrial),2.3.1.7,-3.7032871587151e-06,0.0,3.7032871587151e-06,yes,no
Af,MAR02620,,Carnitine shuttle (cytosolic),2.3.1.21,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR02621,,Carnitine shuttle (mitochondrial),,-3.7032871587151e-06,0.0,3.7032871587151e-06,yes,no
Af,MAR02622,,Carnitine shuttle (mitochondrial),2.3.1.7,-3.7032871587150982e-06,0.0,3.7032871587150982e-06,yes,no
Af,MAR02626,palmitoyl-CoA:L-carnitine O-palmitoyltransferase,Carnitine shuttle (cytosolic),2.3.1.21,-0.0021794450682585,-9.863971443522188e-07,0.0021784586711141,no,no
Af,MAR02633,Carnitine O-Palmitoyltransferase,Carnitine shuttle (cytosolic),2.3.1.21,0.0,3.703287158715099e-06,3.703287158715099e-06,yes,no
Af,MAR02654,Carnitine O-stearoyl transferase,Carnitine shuttle (cytosolic),2.3.1.21,-0.0013868810409388,0.0,0.0013868810409388,yes,no
Af,MAR02657,Carnitine O-Palmitoyltransferase,Carnitine shuttle (cytosolic),2.3.1.21,0.0,3.7032871587150982e-06,3.7032871587150982e-06,yes,no
Af,MAR02660,Carnitine O-palmitoyltransferase,Carnitine shuttle (cytosolic),2.3.1.21,-0.0002314554474196,0.0,0.0002314554474196,yes,no
Af,MAR02661,HMR 2661,Carnitine shuttle (mitochondrial),,-0.0002314554474196,0.0,0.0002314554474196,yes,no
Af,MAR02662,Carnitine transferase,Carnitine shuttle (mitochondrial),2.3.1.7,0.0,0.0002314554474196,0.0002314554474196,yes,no
Af,MAR02666,,Carnitine shuttle (cytosolic),2.3.1.21,0.0,3.703287158715099e-06,3.703287158715099e-06,yes,no
Af,MAR02672,,Carnitine shuttle (cytosolic),2.3.1.21,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR02678,Carnitine transferase,Carnitine shuttle (cytosolic),2.3.1.21,-3.703287158715099e-06,0.0,3.703287158715099e-06,yes,no
Af,MAR02679,HMR 2679,Carnitine shuttle (mitochondrial),,-3.703287158715099e-06,0.0,3.703287158715099e-06,yes,no
Af,MAR02680,Carnitine transferase,Carnitine shuttle (mitochondrial),2.3.1.7,0.0,3.703287158715099e-06,3.703287158715099e-06,yes,no
Af,MAR02681,,Carnitine shuttle (cytosolic),2.3.1.21,0.0,3.703287158715099e-06,3.703287158715099e-06,yes,no
Af,MAR02682,,Carnitine shuttle (mitochondrial),,-3.703287158715099e-06,0.0,3.703287158715099e-06,yes,no
Af,MAR02683,,Carnitine shuttle (mitochondrial),2.3.1.7,-3.7032871587151e-06,0.0,3.7032871587151e-06,yes,no
Af,MAR02684,Carnitine O-Palmitoyltransferase,Carnitine shuttle (cytosolic),2.3.1.21,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR02685,HMR 2685,Carnitine shuttle (mitochondrial),,-3.7032871587151e-06,0.0,3.7032871587151e-06,yes,no
Af,MAR02686,Carnitine O-Acetyltransferase,Carnitine shuttle (mitochondrial),2.3.1.7,-3.7032871587151e-06,0.0,3.7032871587151e-06,yes,no
Af,MAR02687,Carnitine O-Palmitoyltransferase,Carnitine shuttle (cytosolic),2.3.1.21,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR02688,HMR 2688,Carnitine shuttle (mitochondrial),,-3.7032871587151e-06,0.0,3.7032871587151e-06,yes,no
Af,MAR02689,Carnitine O-Acetyltransferase,Carnitine shuttle (mitochondrial),2.3.1.7,-3.7032871587151e-06,0.0,3.7032871587151e-06,yes,no
Af,MAR02690,,Carnitine shuttle (cytosolic),2.3.1.21,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR02691,,Carnitine shuttle (mitochondrial),,0.0,3.703287158715099e-06,3.703287158715099e-06,yes,no
Af,MAR02692,,Carnitine shuttle (mitochondrial),2.3.1.7,-3.703287158715099e-06,0.0,3.703287158715099e-06,yes,no
Af,MAR02693,,Carnitine shuttle (cytosolic),2.3.1.21,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR02695,,Carnitine shuttle (mitochondrial),,0.0,3.703287158715099e-06,3.703287158715099e-06,yes,no
Af,MAR02697,,Carnitine shuttle (mitochondrial),2.3.1.7,-3.703287158715099e-06,0.0,3.703287158715099e-06,yes,no
Af,MAR02702,,Carnitine shuttle (cytosolic),2.3.1.21,-3.703287158715099e-06,0.0,3.703287158715099e-06,yes,no
Af,MAR02703,,Carnitine shuttle (mitochondrial),,-3.7032871587151e-06,0.0,3.7032871587151e-06,yes,no
Af,MAR02704,,Carnitine shuttle (mitochondrial),2.3.1.7,0.0,3.703287158715099e-06,3.703287158715099e-06,yes,no
Af,MAR02705,Carnitine O-Palmitoyltransferase,Carnitine shuttle (cytosolic),2.3.1.21,0.0,3.703287158715099e-06,3.703287158715099e-06,yes,no
Af,MAR02706,HMR 2706,Carnitine shuttle (mitochondrial),,-3.703287158715099e-06,0.0,3.703287158715099e-06,yes,no
Af,MAR02707,Carnitine O-Acetyltransferase,Carnitine shuttle (mitochondrial),2.3.1.7,-3.7032871587151e-06,0.0,3.7032871587151e-06,yes,no
Af,MAR02708,,Carnitine shuttle (cytosolic),2.3.1.21,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR02709,,Carnitine shuttle (mitochondrial),,-3.7032871587151e-06,0.0,3.7032871587151e-06,yes,no
Af,MAR02710,,Carnitine shuttle (mitochondrial),2.3.1.7,-3.7032871587151e-06,0.0,3.7032871587151e-06,yes,no
