Model,Reaction ID,Reaction name,Subsystem,EC number,Minimum flux,Maximum flux,Flux range width,Range includes zero,Present in both models
Af,MAR02730,Carnitine C22:6 transferase,Carnitine shuttle (cytosolic),2.3.1.21,-0.0008219976202935,0.0029836590025718,0.0038056566228653,yes,no
Af,MAR02732,C226 transport into the mitochondria,Carnitine shuttle (mitochondrial),2.3.1.7,-0.0036412570988066,0.0,0.0036412570988066,yes,no
Af,MAR02733,,Carnitine shuttle (cytosolic),2.3.1.21,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR02734,,Carnitine shuttle (mitochondrial),,0.0,3.703287158715099e-06,3.703287158715099e-06,yes,no
Af,MAR02735,,Carnitine shuttle (mitochondrial),2.3.1.7,-3.703287158715099e-06,0.0,3.703287158715099e-06,yes,no
Af,MAR02736,,Carnitine shuttle (cytosolic),2.3.1.21,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR02737,,Carnitine shuttle (mitochondrial),,0.0,3.703287158715099e-06,3.703287158715099e-06,yes,no
Af,MAR02738,,Carnitine shuttle (mitochondrial),2.3.1.7,-3.7032871587150982e-06,0.0,3.7032871587150982e-06,yes,no
Af,MAR02739,,Carnitine shuttle (cytosolic),2.3.1.21,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR02740,,Carnitine shuttle (mitochondrial),,0.0,3.7032871587150982e-06,3.7032871587150982e-06,yes,no
Af,MAR02741,,Carnitine shuttle (mitochondrial),2.3.1.7,-3.703287158715099e-06,0.0,3.703287158715099e-06,yes,no
Af,MAR02759,Carnitine O-palmitoyltransferase,Carnitine shuttle (cytosolic),2.3.1.21,0.0006575980962348,0.0008219976202935,0.0001643995240587,no,no
Af,MAR02762,,Carnitine shuttle (cytosolic),2.3.1.21,0.0,3.518122800779339e-05,3.518122800779339e-05,yes,no
Af,MAR02764,,Carnitine shuttle (mitochondrial),,0.0,3.518122800779344e-05,3.518122800779344e-05,yes,no
Af,MAR02766,,Carnitine shuttle (mitochondrial),2.3.1.7,-3.518122800779344e-05,0.0,3.518122800779344e-05,yes,no
Af,MAR02771,,Carnitine shuttle (cytosolic),2.3.1.21,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR02772,,Carnitine shuttle (mitochondrial),,0.0,3.703287158715099e-06,3.703287158715099e-06,yes,no
Af,MAR02773,,Carnitine shuttle (mitochondrial),2.3.1.7,-3.703287158715099e-06,0.0,3.703287158715099e-06,yes,no
Af,MAR02774,,Carnitine shuttle (cytosolic),2.3.1.21,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR02775,,Carnitine shuttle (mitochondrial),,0.0,3.703287158715099e-06,3.703287158715099e-06,yes,no
Af,MAR02776,,Carnitine shuttle (mitochondrial),2.3.1.7,-3.703287158715099e-06,0.0,3.703287158715099e-06,yes,no
Af,MAR02869,,Carnitine shuttle (endoplasmic reticular),,0.0006575980962348,0.0008219976202935,0.0001643995240587,no,no
Af,MAR02870,,Carnitine shuttle (endoplasmic reticular),2.3.1.7,0.0006575980962348,0.0008219976202935,0.0001643995240587,no,no
Af,MAR02896,,Carnitine shuttle (endoplasmic reticular),,-0.0008219976202935,-0.0006575980962348,0.0001643995240587,no,no
Af,MAR02897,,Carnitine shuttle (endoplasmic reticular),2.3.1.7,-0.0008219976202935,-0.0006575980962348,0.0001643995240587,no,no
Af,MAR02960,RE1905,Vitamin A metabolism,2.5.1.18,0.000123299643044,0.000154124553805,3.082491076100688e-05,no,yes
Af,MAR02993,RE1906,Vitamin A metabolism,2.5.1.18,0.000123299643044,0.000154124553805,3.0824910761006856e-05,no,yes
Af,MAR03107,,Beta oxidation of even-chain fatty acids (mitochondrial),1.3.8.7;1.3.8.8;1.3.8.9;1.3.99.-,0.0,3.7032871587150944e-06,3.7032871587150944e-06,yes,no
Af,MAR03108,,Beta oxidation of even-chain fatty acids (mitochondrial),4.2.1.17,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR03109,,Beta oxidation of even-chain fatty acids (mitochondrial),1.1.1.35;1.1.1.211,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR03110,,Beta oxidation of even-chain fatty acids (mitochondrial),2.3.1.16;1.1.1.211,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR03111,,Beta oxidation of even-chain fatty acids (mitochondrial),1.3.8.7;1.3.8.8;1.3.8.9;1.3.99.-,0.0,7.406574317430201e-06,7.406574317430201e-06,yes,no
Af,MAR03112,,Beta oxidation of even-chain fatty acids (mitochondrial),4.2.1.17,0.0,7.406574317430201e-06,7.406574317430201e-06,yes,no
Af,MAR03113,,Beta oxidation of even-chain fatty acids (mitochondrial),1.1.1.35;1.1.1.211,0.0,7.406574317430201e-06,7.406574317430201e-06,yes,no
Af,MAR03114,,Beta oxidation of even-chain fatty acids (mitochondrial),2.3.1.16;1.1.1.211,0.0,7.406574317430201e-06,7.406574317430201e-06,yes,no
Af,MAR03115,,Beta oxidation of even-chain fatty acids (mitochondrial),1.3.8.7;1.3.8.8;1.3.8.9;1.3.99.-,0.0,7.4065743174301965e-06,7.4065743174301965e-06,yes,no
Af,MAR03116,3-Hydroxyoctadecanoyl-CoA <=> (2E)-Octadecenoyl-CoA + H2O,Beta oxidation of even-chain fatty acids (mitochondrial),4.2.1.17,0.0,7.406574317430201e-06,7.406574317430201e-06,yes,no
Af,MAR03117,,Beta oxidation of even-chain fatty acids (mitochondrial),1.1.1.35;1.1.1.211,0.0,7.406574317430201e-06,7.406574317430201e-06,yes,no
Af,MAR03118,,Beta oxidation of even-chain fatty acids (mitochondrial),2.3.1.16;1.1.1.211,0.0,7.406574317430201e-06,7.406574317430201e-06,yes,no
Af,MAR03122,(S)-3-Hydroxyhexadecanoyl-CoA hydro-lyase,Beta oxidation of even-chain fatty acids (mitochondrial),4.2.1.17,0.0,7.406574317430201e-06,7.406574317430201e-06,yes,no
Af,MAR03123,(S)-3-Hydroxyhexadecanoyl-CoA:NAD+ oxidoreductase,Beta oxidation of even-chain fatty acids (mitochondrial),1.1.1.35;1.1.1.211,0.0,7.406574317430201e-06,7.406574317430201e-06,yes,no
Af,MAR03125,myristoyl-CoA:acetylCoA C-myristoyltransferase,Beta oxidation of even-chain fatty acids (mitochondrial),2.3.1.16;1.1.1.211,0.0,7.406574317430201e-06,7.406574317430201e-06,yes,no
Af,MAR03129,(S)-3-Hydroxytetradecanoyl-CoA hydro-lyase,Beta oxidation of even-chain fatty acids (mitochondrial),4.2.1.17,0.0,7.406574317430201e-06,7.406574317430201e-06,yes,no
Af,MAR03130,(S)-3-Hydroxytetradecanoyl-CoA:NAD+ oxidoreductase,Beta oxidation of even-chain fatty acids (mitochondrial),1.1.1.35;1.1.1.211,0.0,7.406574317430201e-06,7.406574317430201e-06,yes,no
Af,MAR03132,Lauroyl-CoA:acetyl-CoA C-acyltransferase,Beta oxidation of even-chain fatty acids (mitochondrial),2.3.1.16;1.1.1.211,0.0,7.406574317430201e-06,7.406574317430201e-06,yes,no
Af,MAR03136,(S)-3-Hydroxydodecanoyl-CoA hydro-lyase,Beta oxidation of even-chain fatty acids (mitochondrial),1.3.3.6;4.2.1.17,0.0,0.0004601334294703,0.0004601334294703,yes,no
Af,MAR03137,(S)-3-hydroxydodecanoyl-CoA:NAD+ oxidoreductase,Beta oxidation of even-chain fatty acids (mitochondrial),1.1.1.35;1.1.1.211,0.0,0.0004601334294703,0.0004601334294703,yes,no
Af,MAR03139,Decanoyl-CoA:acetyl-CoA C-acyltransferase,Beta oxidation of even-chain fatty acids (mitochondrial),2.3.1.16;1.1.1.211,0.0,0.0004601334294703,0.0004601334294703,yes,no
Af,MAR03150,(S)-Hydroxyoctanoyl-CoA hydro-lyase,Beta oxidation of even-chain fatty acids (mitochondrial),4.2.1.17,0.0090160017563514,0.0156396297637853,0.0066236280074338,no,no
Af,MAR03151,(S)-hydroxyoctanoyl-CoA:NAD+ oxidoreductase,Beta oxidation of even-chain fatty acids (mitochondrial),1.1.1.35;1.1.1.211,0.0090160017563514,0.0156396297637852,0.0066236280074337,no,no
Af,MAR03153,Hexanoyl-CoA:acetyl-CoA C-acyltransferase,Beta oxidation of even-chain fatty acids (mitochondrial),2.3.1.16;1.1.1.211,0.0090160017563514,0.0156396297637852,0.0066236280074337,no,no
Af,MAR03215,(R)-Methylmalonyl-CoA CoA-carbonylmutase,"Valine, leucine, and isoleucine metabolism",5.4.99.2,0.182903562195122,0.6775219726457674,0.4946184104506453,no,yes
Af,MAR03218,,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),1.3.8.7;1.3.8.8;1.3.8.9;1.3.99.-,0.0,3.703287158715099e-06,3.703287158715099e-06,yes,no
Af,MAR03219,,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),4.2.1.17,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR03220,,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),1.1.1.35;1.1.1.211,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR03221,,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),2.3.1.16;1.1.1.211,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR03222,,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),1.3.8.7;1.3.8.8;1.3.8.9;1.3.99.-,0.0,7.406574317430201e-06,7.406574317430201e-06,yes,no
Af,MAR03223,,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),4.2.1.17,0.0,7.406574317430201e-06,7.406574317430201e-06,yes,no
Af,MAR03224,,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),1.1.1.35;1.1.1.211,0.0,7.4065743174301965e-06,7.4065743174301965e-06,yes,no
Af,MAR03225,,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),2.3.1.16;1.1.1.211,0.0,7.406574317430201e-06,7.406574317430201e-06,yes,no
Af,MAR03226,,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),1.3.8.7;1.3.8.8;1.3.8.9;1.3.99.-,0.0,7.406574317430201e-06,7.406574317430201e-06,yes,no
Af,MAR03227,,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),4.2.1.17,0.0,7.406574317430201e-06,7.406574317430201e-06,yes,no
Af,MAR03228,,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),1.1.1.35;1.1.1.211,0.0,7.406574317430201e-06,7.406574317430201e-06,yes,no
Af,MAR03229,,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),2.3.1.16;1.1.1.211,0.0,7.406574317430201e-06,7.406574317430201e-06,yes,no
Af,MAR03230,,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),1.3.8.7;1.3.8.8;1.3.8.9;1.3.99.-,0.0,7.406574317430201e-06,7.406574317430201e-06,yes,no
Af,MAR03231,,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),4.2.1.17,0.0,7.406574317430201e-06,7.406574317430201e-06,yes,no
Af,MAR03232,,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),1.1.1.35;1.1.1.211,0.0,7.406574317430201e-06,7.406574317430201e-06,yes,no
Af,MAR03233,,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),2.3.1.16;1.1.1.211,0.0,7.406574317430201e-06,7.406574317430201e-06,yes,no
Af,MAR03234,,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),1.3.8.7;1.3.8.8;1.3.8.9;1.3.99.-,0.0,1.1109861476145302e-05,1.1109861476145302e-05,yes,no
Af,MAR03235,,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),4.2.1.17,0.0,1.1109861476145302e-05,1.1109861476145302e-05,yes,no
Af,MAR03236,,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),1.1.1.35;1.1.1.211,0.0,1.1109861476145302e-05,1.1109861476145302e-05,yes,no
Af,MAR03237,,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),2.3.1.16;1.1.1.211,0.0,1.1109861476145302e-05,1.1109861476145302e-05,yes,no
Af,MAR03239,3-cis-Dodecenoyl-CoA delta3-cis-delta2-trans-isomerase,Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),5.3.3.8;5.3.3.-,-1.1109861476145296e-05,0.0,1.1109861476145296e-05,yes,no
Af,MAR03240,,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),1.3.8.7;1.3.8.8;1.3.8.9;1.3.99.-,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR03241,,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),4.2.1.17,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR03242,,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),1.1.1.35;1.1.1.211,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR03243,,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),2.3.1.16;1.1.1.211,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR03244,,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),1.3.8.7;1.3.8.8;1.3.8.9;1.3.99.-,0.0,0.0002351587345784,0.0002351587345784,yes,no
Af,MAR03245,,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),4.2.1.17,0.0,0.0002351587345784,0.0002351587345784,yes,no
Af,MAR03246,,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),1.1.1.35;1.1.1.211,0.0,0.0002351587345784,0.0002351587345784,yes,no
Af,MAR03247,,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),2.3.1.16;1.1.1.211,0.0,0.0002351587345784,0.0002351587345784,yes,no
Af,MAR03250,,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),1.3.8.7;1.3.8.8;1.3.8.9;1.3.99.-,0.0,0.000437913706518,0.000437913706518,yes,no
Af,MAR03252,,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),4.2.1.17,0.0,0.000437913706518,0.000437913706518,yes,no
Af,MAR03254,,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),1.1.1.35;1.1.1.211,0.0,0.000437913706518,0.000437913706518,yes,no
Af,MAR03256,,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),2.3.1.16;1.1.1.211,0.0,0.000437913706518,0.000437913706518,yes,no
Af,MAR03258,,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),1.3.8.7;1.3.8.8;1.3.8.9;1.3.99.-,0.0,0.0004416169936767,0.0004416169936767,yes,no
Af,MAR03260,,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),4.2.1.17,0.0,0.0004416169936767,0.0004416169936767,yes,no
Af,MAR03262,,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),1.1.1.35;1.1.1.211,0.0,0.0004416169936767,0.0004416169936767,yes,no
Af,MAR03264,,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),2.3.1.16;1.1.1.211,0.0,0.0004416169936767,0.0004416169936767,yes,no
Af,MAR03272,3-cis-Dodecenoyl-CoA delta3-cis-delta2-trans-isomerase,Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),5.3.3.8;5.3.3.-,-0.0004416169936767,0.0,0.0004416169936767,yes,no
Af,MAR03411,Enoyl Coenzyme A Hydratase,Beta oxidation of even-chain fatty acids (mitochondrial),4.2.1.17;1.1.1.35;1.1.1.211;1.3.8.7;1.3.8.8;1.3.8.9;2.3.1.16,0.0,3.703287158715099e-06,3.703287158715099e-06,yes,no
Af,MAR03413,,Beta oxidation of even-chain fatty acids (mitochondrial),4.2.1.17;1.1.1.35;1.1.1.211;1.3.8.7;1.3.8.8;1.3.8.9;2.3.1.16,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR03414,,Beta oxidation of even-chain fatty acids (mitochondrial),4.2.1.17;1.1.1.35;1.1.1.211;1.3.8.7;1.3.8.8;1.3.8.9;2.3.1.16,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR03416,,Beta oxidation of even-chain fatty acids (mitochondrial),4.2.1.17;1.1.1.35;1.1.1.211;1.3.8.7;1.3.8.8;1.3.8.9;2.3.1.16,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR03422,,Beta oxidation of even-chain fatty acids (mitochondrial),,0.0,3.518122800779345e-05,3.518122800779345e-05,yes,no
Af,MAR03424,,Beta oxidation of even-chain fatty acids (mitochondrial),4.2.1.17;1.1.1.35;1.1.1.211;1.3.8.7;1.3.8.8;1.3.8.9;2.3.1.16,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR03425,,Beta oxidation of even-chain fatty acids (mitochondrial),4.2.1.17;1.1.1.35;1.1.1.211;1.3.8.7;1.3.8.8;1.3.8.9;2.3.1.16,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR03430,Beta oxidation of long chain fatty acid,Beta oxidation of even-chain fatty acids (mitochondrial),4.2.1.17;1.1.1.35;1.1.1.211;1.3.8.7;1.3.8.8;1.3.8.9;2.3.1.16,0.0,0.0036412570988066,0.0036412570988066,yes,no
Af,MAR03431,,Beta oxidation of even-chain fatty acids (mitochondrial),4.2.1.17;1.1.1.35;1.1.1.211;1.3.8.7;1.3.8.8;1.3.8.9;2.3.1.16,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR03432,,Beta oxidation of even-chain fatty acids (mitochondrial),4.2.1.17;1.1.1.35;1.1.1.211;1.3.8.7;1.3.8.8;1.3.8.9;2.3.1.16,0.0,3.7032871587150982e-06,3.7032871587150982e-06,yes,no
Af,MAR03433,,Beta oxidation of even-chain fatty acids (mitochondrial),4.2.1.17;1.1.1.35;1.1.1.211;1.3.8.7;1.3.8.8;1.3.8.9;2.3.1.16,0.0,3.7032871587151e-06,3.7032871587151e-06,yes,no
Af,MAR03437,,Fatty acid oxidation,,-0.0023568776509592,0.0008219976202935,0.0031788752712527,yes,no
Af,MAR03438,,Fatty acid oxidation,,-0.0008219976202935,-0.0006575980962348,0.0001643995240587,no,no
Af,MAR03597,Transport of cholesterol-ester pool (l to r),Intracellular transport,,0.0012329964304402,0.0015412455380503,0.00030824910761,no,yes
Af,MAR03763,(S)-Methylmalonyl-CoA hydrolase,"Valine, leucine, and isoleucine metabolism",3.1.2.17;1.2.1.18,0.182903562195122,0.6775219726459341,0.494618410450812,no,yes
Af,MAR03789,Transport of methylmalonate (c to m),Mitochondrial transport,,0.1829035621949744,0.6775219726457635,0.4946184104507891,no,yes
Af,MAR03802,L-glutamate:NAD+ oxidoreductase (deaminating),"Alanine, aspartate and glutamate metabolism",1.4.1.3,0.0351031174134724,0.0678790408707502,0.0327759234572777,no,yes
Af,MAR03806,L-glutamate gamma-semialdehyde:NAD+ oxidoreductase,Arginine and proline metabolism,1.5.1.12,0.0008375899688893,0.0325014666940801,0.0316638767251908,no,no
Af,MAR03818,Transport of L-glutamate 5-semialdehyde (c to m),Mitochondrial transport,,-0.0325014666940615,-0.0008375899688894,0.0316638767251721,no,no
Af,MAR03819,L-Glutamate 5-semialdehyde <=> (S)-1-Pyrroline-5-carboxylate + H2O,Arginine and proline metabolism,1.5.1.12,-0.0325014666940583,-0.0008375899688893,0.0316638767251689,no,no
Af,MAR03835,L-Proline:NAD+ 5-oxidoreductase,Arginine and proline metabolism,1.5.1.2,0.0008375899688893,0.0325014666940584,0.031663876725169,no,no
Af,MAR03931,NADPH:oxidized-thioredoxin oxidoreductase,Pyrimidine metabolism,1.8.1.9,0.0021025645493308,0.0026282056866635,0.0005256411373327,no,yes
Af,MAR03946,Transport of H2O2 (c to m),Mitochondrial transport,,-0.0018494946456604,-0.0014795957165283,0.000369898929132,no,yes
Af,MAR03952,Transport of THF (c to m),Mitochondrial transport,,-0.0231249887079349,-0.0132157535269171,0.0099092351810177,no,no
Af,MAR03955,carbonate hydro-lyase (carbon-dioxide-forming),Miscellaneous,4.2.1.1,-2.073722479412365,633.285006514833,635.3587289942453,yes,yes
Af,MAR03956,carbonate hydro-lyase (carbon-dioxide-forming),Arginine and proline metabolism,4.2.1.1,-633.285006514833,2.0737224794124347,635.3587289942454,yes,yes
Af,MAR03959,Transport of O2- (c to e),Extracellular transport,,-0.7884455750608728,0.0,0.7884455750608728,yes,yes
Af,MAR03967,Cytidylate kinase (CMP)(GTP),Nucleotide metabolism,2.7.4.14,-646.0428485943598,645.3357109698012,1291.3785595641612,yes,yes
Af,MAR03977,diphosphate phosphohydrolase,Oxidative phosphorylation,3.6.1.1,0.1093795368071883,0.5119197798352929,0.4025402430281045,no,yes
Af,MAR03980,hydrogen-peroxide:hydrogen-peroxide oxidoreductase,ROS detoxification,1.11.1.6,0.4524828813317104,0.6442007651407804,0.1917178838090699,no,yes
Af,MAR03996,L-cysteine:NAD+ oxidoreductase,Cysteine and methionine metabolism,1.8.1.6,0.0,0.394222787530234,0.394222787530234,yes,yes
Af,MAR04002,ATP:AMP phosphotransferase,Purine metabolism,2.7.4.3,-0.4562664414394257,-0.3333492764263682,0.1229171650130575,no,yes
Af,MAR04004,ATP:AMP phosphotransferase,Purine metabolism,2.7.4.3,-0.0015412455380503,-0.0012329964304402,0.00030824910761,no,no
Af,MAR04008,ATP:UMP phosphotransferase,Pyrimidine metabolism,2.7.4.14;2.7.4.4,1.0552668011024642,1.321933467769131,0.2666666666666668,no,yes
Af,MAR04024,ATP:CMP phosphotransferase,Nucleotide metabolism,2.7.4.14;2.7.4.25,-645.3378024618712,646.0407571022898,1291.3785595641612,yes,no
Af,MAR04032,UTP:ammonia ligase (ADP-forming),Pyrimidine metabolism,6.3.4.2,0.0018405657585162,0.0023007071981451,0.0004601414396289,no,yes
Af,MAR04050,carbamoyl-phosphate:L-aspartate carbamoyltransferase,Pyrimidine metabolism,2.1.3.2,-0.1627490471963381,-0.0863758292643215,0.0763732179320166,no,no
Af,MAR04080,AMP aminohydrolase,Purine metabolism,3.5.4.17;3.5.4.6,0.0383567021673482,0.0715153319269291,0.0331586297595809,no,no
Af,MAR04110,Exchange of Apoa1,Exchange/demand reactions,,-0.0015412455380503,-0.0012329964304402,0.00030824910761,no,yes
Af,MAR04135,ATP:GMP phosphotransferase,Purine metabolism,2.7.4.8,-0.0033075192822497,-0.0026460154257997,0.0006615038564499,no,yes
Af,MAR04146,Exchange of Taurolithocholate,Exchange/demand reactions,,0.0024659928608805,0.0030824910761006,0.0006164982152201,no,yes
Af,MAR04147,Succinate:CoA ligase (GDP-forming),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,6.2.1.4,-359.20188382598747,370.801872053048,730.0037558790355,yes,yes
Af,MAR04152,Succinate:CoA ligase (ADP-forming),Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,6.2.1.5,-358.467395344149,371.53636053488646,730.0037558790355,yes,yes
Af,MAR04181,"Exchange of 2-[ (4R)-4-[ (1S, 2S, 5R, 7R, 10R, 11S, 14R, 15R)-2, 15-Dimethyl-5- (Sulfonatooxy)Tetracyclo[8.7.0.0^{2, 7}.0^{11, 15}]Heptadecan-14-Yl]Pentanamido]Ethane-1-Sulfonate",Exchange/demand reactions,,-0.0030824910761006,-0.0024659928608805,0.0006164982152201,no,yes
Af,MAR04265,,Nicotinate and nicotinamide metabolism,2.7.1.22,0.0024659928608805,0.0030824910761007,0.0006164982152201,no,yes
Af,MAR04269,ATP:NAD+ 2'-phosphotransferase,Nicotinate and nicotinamide metabolism,2.7.1.23,0.0012329964304402,0.0015412455380503,0.00030824910761,no,yes
Af,MAR04323,"L-serine hydro-lyase (adding hydrogen sulfide, L-cysteine-forming)",Cysteine and methionine metabolism,4.2.1.22,0.0103855201742471,0.0129819002178103,0.0025963800435632,no,yes
Af,MAR04333,"5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase",Folate metabolism,1.5.1.3,-0.0217469597855524,-0.0119827570964768,0.0097642026890755,no,no
Af,MAR04335,"5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase",Folate metabolism,1.5.1.3,0.0132157535269171,0.0231249887079349,0.0099092351810177,no,no
Af,MAR04344,"5,6-dihydrouracil:NAD+ oxidoreductase",Nucleotide metabolism,1.3.1.1,-0.6622489549993676,-0.5293805696227742,0.1328683853765934,no,yes
Af,MAR04350,ATP:D-ribose 5-phosphotransferase,Pentose phosphate pathway,2.7.1.15,0.0,0.3942227875304345,0.3942227875304345,yes,yes
Af,MAR04354,"D-Ribose 1,5-phosphomutase",Pentose phosphate pathway,5.4.2.2;5.4.2.7,0.0,0.3942227875304344,0.3942227875304344,yes,yes
Af,MAR04368,ATP:3-phospho-D-glycerate 1-phosphotransferase,Glycolysis / Gluconeogenesis,2.7.2.3,0.5345336470982048,0.9825557127773252,0.4480220656791204,no,yes
Af,MAR04373,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating),Glycolysis / Gluconeogenesis,1.2.1.12,-0.982555712777326,-0.5345336470982047,0.4480220656791212,no,yes
Af,MAR04375,"D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)",Glycolysis / Gluconeogenesis,4.1.2.13,-0.4912784728868782,-0.2672673167476746,0.2240111561392035,no,yes
Af,MAR04384,Exchange of N-Acylsphingosine,Exchange/demand reactions,,-0.0234719430547049,-0.0135070811595446,0.0099648618951602,no,yes
Af,MAR04391,D-glyceraldehyde-3-phosphate aldose-ketose-isomerase,Glycolysis / Gluconeogenesis,5.3.1.1,0.2672663303505302,0.4912772398904479,0.2240109095399177,no,yes
Af,MAR04398,2-deoxy-D-ribose-5-phosphate acetaldehyde-lyase (D-glyceraldehyde-3-phosphate-forming),Pentose phosphate pathway,4.1.2.4,0.0,0.0,0.0,yes,yes
Af,MAR04413,Generic Human Biomass Reaction,Artificial reactions,,0.0376746293007493,0.0470932866259366,0.0094186573251873,no,yes
Af,MAR04453,Xanthosine-5'-phosphate:ammonia ligase (AMP-forming),Purine metabolism,6.3.4.1,0.0026460154257997,0.0033075192822497,0.0006615038564499,no,yes
Af,MAR04457,Production of Decanoylcarnitine,Fatty acid oxidation,,-0.0152233387181404,-0.0090160017563514,0.0062073369617889,no,no
Af,MAR04485,thymidine:phosphate deoxy-alpha-D-ribosyltransferase,Pyrimidine metabolism,2.4.2.1;2.4.2.4,0.0,0.0,0.0,yes,no
Af,MAR04507,dCMP aminohydrolase,Nucleotide metabolism,3.5.4.12,0.0012329964304402,0.0015412455380503,0.00030824910761,no,no
Af,MAR04574,inosine:phosphate alpha-D-ribosyltransferase,Purine metabolism,2.4.2.1,-0.6602479100952272,-0.1326917892314609,0.5275561208637662,no,yes
Af,MAR04579,uridine:phosphate alpha-D-ribosyltransferase,Pyrimidine metabolism,2.4.2.3,0.5293805696227744,0.6627139029561078,0.1333333333333334,no,yes
Af,MAR04584,,"Glycine, serine and threonine metabolism",2.7.3.2,-635.358728994245,0.0,635.358728994245,yes,yes
Af,MAR04611,2'-deoxyadenosine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase,Purine metabolism,1.17.4.1,0.0012364624963359,0.0015455781204199,0.0003091156240839,no,no
Af,MAR04614,2'-deoxyguanosine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase,Purine metabolism,1.17.4.1,0.0008661020529949,0.0010826275662436,0.0002165255132487,no,yes
Af,MAR04637,ATP:dTMP phosphotransferase,Pyrimidine metabolism,2.7.4.12;2.7.4.9,0.5298197804511626,0.6631531137844959,0.1333333333333333,no,no
